video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views
VID00339,38,77,743.0,31.0,Sim,4K,Vlogs,Espanhol,Não,899998,24.0,104,25,8154.0,11105,835.0,520,Não,Madrugada,Domingo,1012364
VID02286,59,52,499.0,1.0,Sim,480p,Tecnologia,Português,Não,742168,4.0,315,27,3597.0,29579,985.0,823,Não,Manhã,Domingo,757508
VID01189,60,97,948.0,16.0,Sim,1080p,Música,Português,Sim,498060,115.0,419,21,5412.0,4436,2714.0,986,Não,Manhã,Sexta,836741
VID00029,34,76,543.0,50.0,Sim,1080p,Culinária,Português,Sim,891681,65.0,219,13,4222.0,41493,2102.0,52,Não,Tarde,Seg-Qui,763639
VID01541,14,96,572.0,11.0,Sim,1080p,Culinária,Português,Não,846127,35.0,419,9,2346.0,44188,3522.0,897,Não,Manhã,Seg-Qui,734022
VID01218,37,18,520.0,50.0,Sim,720p,Culinária,Português,Sim,873721,52.0,312,23,6812.0,32566,1002.0,242,Não,Madrugada,Sábado,730269
VID01417,6,11,208.0,10.0,Não,1080p,Educação,Inglês,Sim,277419,15.0,364,16,997.0,1510,3088.0,712,Sim,Noite,Seg-Qui,597507
VID02113,28,62,769.0,25.0,Sim,1080p,Gaming,Português,Sim,632306,102.0,232,24,8749.0,3595,3128.0,947,Não,Madrugada,Sexta,907160
VID01677,24,72,337.0,30.0,Sim,480p,Culinária,Português,Não,62515,75.0,398,21,1050.0,16921,403.0,882,Não,Noite,Domingo,119619
VID01198,23,51,530.0,48.0,Sim,480p,Culinária,Inglês,Sim,401395,43.0,108,6,5931.0,34349,1108.0,89,Não,Noite,Domingo,1014621
VID01543,24,12,454.0,47.0,Sim,1080p,Tecnologia,Português,Sim,271444,29.0,174,28,4766.0,13496,845.0,531,Sim,Noite,Sábado,397448
VID00954,54,50,999.0,7.0,Sim,720p,Vlogs,Português,Sim,252670,31.0,470,7,9184.0,36381,3367.0,739,Não,Noite,Sábado,352667
VID00751,40,19,955.0,15.0,Sim,720p,Educação,Português,Não,46357,60.0,339,20,8509.0,34727,2200.0,118,Sim,Tarde,Seg-Qui,228741
VID00235,16,86,254.0,44.0,Sim,720p,Fitness,Espanhol,Não,328241,59.0,115,8,136.0,13849,4400.0,151,Não,Noite,Domingo,427015
VID00733,53,72,113.0,41.0,Sim,1080p,Culinária,Português,Não,847837,6.0,106,7,259.0,20042,1396.0,280,Não,Madrugada,Seg-Qui,626903
VID61003,59,94,977.0,36.0,Não,1080p,Tecnologia,Português,Não,463440,114.0,472,1,5641.0,29074,3841.0,284,Não,Noite,Domingo,570759
VID01157,23,47,260.0,35.0,Sim,480p,Tecnologia,Português,Não,313576,92.0,371,7,8318.0,49434,4235.0,485,Não,Noite,Domingo,499733
VID02158,8,37,962.0,48.0,Não,4K,Música,Português,Não,901696,98.0,100,24,7268.0,31915,2597.0,60,Não,Tarde,Seg-Qui,1543965
VID01210,56,23,939.0,23.0,Não,720p,Educação,Português,Não,104419,96.0,422,4,9827.0,46223,2302.0,787,Não,Manhã,Sábado,236414
VID01066,57,79,241.0,9.0,Não,1080p,Música,Inglês,Sim,929474,,134,7,8543.0,45040,,750,Não,Tarde,Sexta,3878606
VID01063,5,41,663.0,12.0,Sim,1080p,Culinária,Inglês,Sim,329749,12.0,455,6,4739.0,33532,2939.0,205,Não,Manhã,Seg-Qui,892043
VID01168,42,18,154.0,34.0,Sim,1080p,Gaming,Português,Não,843832,33.0,223,19,3595.0,38955,4831.0,807,Não,Tarde,Domingo,1211170
VID01493,26,65,564.0,24.0,Não,1080p,Gaming,Português,Não,152572,5.0,482,29,797.0,48546,515.0,631,Sim,Madrugada,Domingo,373480
VID02076,6,45,650.0,13.0,Sim,1080p,Música,PORTUGUÊS,Não,327382,27.0,113,28,5659.0,18617,3878.0,126,Não,Tarde,Sábado,611055
VID00885,59,55,359.0,0.0,Sim,4K,Fitness,Português,Não,447817,7.0,332,3,443.0,14083,238.0,471,Não,Madrugada,Seg-Qui,317858
VID00144,49,40,711.0,12.0,Não,1080p,Música,Português,Sim,874856,37.0,21,28,6382.0,45454,100.0,237,Não,Manhã,Sexta,1457519
VID02473,42,57,748.0,43.0,Não,480p,Fitness,Inglês,Não,543276,98.0,411,30,453.0,11254,4397.0,167,Não,Madrugada,Seg-Qui,1059047
VID00851,21,78,131.0,4.0,Sim,480p,Educação,Inglês,Não,459453,47.0,245,17,7539.0,4572,684.0,964,Não,Noite,Sexta,731496
VID00718,23,88,874.0,36.0,Sim,1080p,Educação,Português,Não,415382,28.0,458,9,4108.0,7618,1335.0,272,Não,Madrugada,Sexta,303190
VID02391,9,91,183.0,26.0,Sim,720p,Tecnologia,Português,Não,926816,57.0,66,29,8422.0,43357,4790.0,719,Sim,Madrugada,Domingo,1069501
VID00265,34,18,814.0,20.0,Sim,1080p,Fitness,Português,Sim,86991,8.0,285,4,8572.0,49985,2330.0,13,Não,Madrugada,Sexta,241413
VID00076,51,97,622.0,44.0,Não,1080p,Vlogs,Português,Sim,210843,82.0,338,26,5038.0,48519,1737.0,318,Não,Manhã,Seg-Qui,350726
VID00396,23,30,944.0,4.0,Sim,1080p,Educação,Português,Sim,894939,76.0,379,30,8377.0,18894,1767.0,78,Não,Madrugada,Sexta,548293
VID02510,56,76,970.0,16.0,Sim,720p,Vlogs,Espanhol,Sim,594418,45.0,460,13,6860.0,5174,3398.0,398,Não,Madrugada,Domingo,721191
VID02355,42,75,545.0,24.0,Sim,720p,Vlogs,Inglês,Sim,997391,87.0,93,15,7514.0,41978,2280.0,133,Não,Noite,Sábado,2325502
VID00397,56,93,269.0,41.0,Não,480p,Fitness,Português,Não,608644,45.0,447,16,1494.0,30837,2504.0,545,Não,Madrugada,Sexta,500698
VID01366,34,21,386.0,48.0,Sim,720p,Fitness,Português,Sim,911839,112.0,411,1,3051.0,25474,2232.0,766,Sim,Noite,Seg-Qui,751028
VID02096,25,36,589.0,43.0,Não,1080p,Fitness,Inglês,Não,820562,83.0,86,29,7008.0,48051,3496.0,193,Não,Manhã,Sábado,1720442
VID01904,23,69,822.0,40.0,Sim,480p,Fitness,Português,Sim,160580,46.0,413,9,6645.0,11430,4341.0,510,Não,Tarde,Seg-Qui,251248
VID00596,13,69,240.0,13.0,Sim,720p,Culinária,Português,Não,370670,94.0,383,22,1361.0,16360,2036.0,372,Não,Madrugada,Domingo,345911
VID01297,15,10,384.0,20.0,Sim,1080p,Vlogs,Português,Sim,145608,44.0,48,2,782.0,2812,401.0,129,Não,Madrugada,Sábado,160667
VID01822,50,20,484.0,45.0,Não,1080p,Vlogs,Inglês,Sim,243777,117.0,473,22,9919.0,18936,447.0,755,Não,Manhã,Sexta,757268
VID00873,9,14,879.0,11.0,Sim,720p,Educação,Inglês,Sim,875595,17.0,150,13,5929.0,6470,1384.0,227,Sim,Noite,Domingo,1406731
VID01549,31,30,497.0,9.0,Sim,1080p,Música,Inglês,Sim,103074,99.0,301,3,7302.0,29672,3615.0,226,Sim,Manhã,Seg-Qui,926393
VID00037,60,29,344.0,26.0,Sim,4K,Educação,Português,Sim,847222,34.0,332,26,4312.0,16025,4328.0,761,Não,Noite,Sexta,532565
VID02120,58,35,671.0,3.0,Não,4K,Música,Inglês,Não,461057,85.0,33,30,4098.0,30946,1660.0,643,Sim,Madrugada,Domingo,2154730
VID02142,14,80,379.0,43.0,Sim,480p,Culinária,Português,Não,332743,36.0,76,12,2994.0,28738,2400.0,659,Não,Manhã,Sexta,343353
VID00978,32,14,522.0,39.0,Não,1080p,Fitness,Inglês,Sim,371662,85.0,461,14,1622.0,7166,742.0,510,Não,Manhã,Sexta,743243
VID01572,5,73,347.0,47.0,Sim,720p,Fitness,Português,Não,115088,34.0,412,11,7005.0,25050,517.0,863,Sim,Madrugada,Sexta,237589
VID01123,29,91,857.0,45.0,Sim,480p,Vlogs,Inglês,Sim,425669,88.0,22,26,2418.0,7207,1518.0,312,Não,Tarde,Domingo,1013732
VID01893,41,19,760.0,19.0,Sim,720p,Tecnologia,Português,Não,231726,97.0,133,15,3493.0,6356,4061.0,634,Sim,Manhã,Sexta,373929
VID00676,54,24,853.0,8.0,Sim,1080p,Vlogs,Português,Não,800584,13.0,440,30,5156.0,42133,523.0,753,Não,Tarde,Sábado,708109
VID00729,8,46,680.0,31.0,Sim,1080p,  Gaming,Português,Não,961264,89.0,249,5,9807.0,1586,23.0,329,Sim,Manhã,Seg-Qui,1362375
VID00413,29,100,623.0,32.0,Não,1080p,Vlogs,Português,Não,17177,65.0,161,30,6579.0,22354,1412.0,844,Sim,Madrugada,Domingo,164492
VID01517,34,39,973.0,50.0,Sim,1080p,Culinária,Português,Não,269,2.0,138,30,8985.0,15979,229.0,166,Sim,Noite,Domingo,2942512
VID01650,43,39,79.0,5.0,Sim,1080p,Música,Português,Não,592150,43.0,44,26,941.0,40412,4420.0,792,Não,Noite,Seg-Qui,1030196
VID00826,14,57,233.0,45.0,Sim,480p,Educação,Português,Não,24620,19.0,220,10,9476.0,26467,2356.0,549,Não,Tarde,Sexta,172310
VID00617,59,96,616.0,0.0,Sim,1080p,Educação,Português,Não,433199,97.0,315,11,4710.0,12667,1971.0,811,Sim,Madrugada,Sexta,364989
VID00115,2,85,110.0,38.0,Não,480p,Fitness,Inglês,Sim,338241,60.0,21,21,4038.0,17102,2184.0,673,Não,Tarde,Domingo,745782
VID00418,20,61,318.0,17.0,Sim,1080p,Fitness,Português,Sim,673079,71.0,239,24,4972.0,39447,4422.0,277,Não,Tarde,Sexta,597256
VID01626,22,76,480.0,41.0,Sim,720p,Gaming,Espanhol,Não,109906,30.0,490,26,,33453,2046.0,572,Não,Noite,Sexta,376875
VID02471,108,41,781.0,47.0,Sim,1080p,Educação,Português,Não,536000,33.0,189,4,620.0,6746,4949.0,752,Não,Madrugada,Domingo,355056
VID00090,119,32,87.0,22.0,Não,1080p,Vlogs,Inglês,Não,428818,40.0,255,26,5099.0,43013,4945.0,375,Não,Tarde,Sexta,1260892
VID02083,30,75,124.0,41.0,Sim,1080p,Educação,Português,Não,122240,67.0,323,13,4490.0,24060,2190.0,397,Não,Tarde,Domingo,229453
VID00754,43,100,832.0,48.0,Sim,1080p,Culinária,Português,Não,933591,70.0,73,13,,35868,1878.0,173,Não,Manhã,Sábado,785459
VID01631,19,70,667.0,10.0,Não,720p,Culinária,Inglês,Não,457188,86.0,135,5,7716.0,45326,1103.0,449,Não,Manhã,Sábado,1125489
VID00012,12,26,599.0,12.0,Sim,1080p,Gaming,Português,Sim,664493,61.0,10,21,6806.0,16798,4978.0,932,Não,Madrugada,Sábado,1015218
VID00285,53,83,474.0,6.0,Sim,480p,Música,Português,Não,181040,111.0,21,23,783.0,37569,4697.0,376,Sim,Manhã,Sexta,502724
VID01067,26,28,548.0,12.0,Sim,1080p,Educação,Espanhol,Não,377250,61.0,338,3,5132.0,47911,3936.0,406,Não,Tarde,Domingo,479515
VID01192,46,96,901.0,23.0,Não,1080p,Culinária,Português,Não,232563,9.0,142,23,4181.0,8497,4868.0,937,Não,Noite,Sábado,246759
VID01441,45,63,431.0,46.0,Não,1080p,Tecnologia,Inglês,Não,93253,87.0,228,25,7496.0,39491,806.0,864,Não,Noite,Seg-Qui,598939
VID02357,31,48,877.0,0.0,Não,1080p,Culinária,Inglês,Sim,874554,47.0,355,28,4925.0,29999,887.0,555,Não,Manhã,Domingo,1681297
VID02356,14,56,58.0,47.0,Não,1080p,Vlogs,Português,Sim,182197,10.0,381,10,1390.0,40564,2622.0,177,Não,Madrugada,Sexta,289377
VID02276,28,73,427.0,6.0,Sim,1080p,Educação,Espanhol,Não,27528,22.0,366,22,2552.0,43700,1468.0,430,Não,Manhã,Sábado,195559
VID01569,31,26,480.0,3.0,Não,480p,Música,PORTUGUÊS,Sim,778956,62.0,347,22,7425.0,8384,2926.0,731,Não,Madrugada,Sábado,1239631
VID02162,35,46,779.0,35.0,Não,720p,Vlogs,Português,Não,877426,36.0,74,12,6349.0,13233,3325.0,881,Não,Manhã,Domingo,772266
VID01688,26,23,885.0,34.0,Sim,1080p,Educação,Português,Sim,553230,73.0,385,7,1066.0,15762,1740.0,503,Não,Tarde,Sexta,397589
VID00852,58,70,894.0,22.0,Sim,1080p,Fitness,Português,Sim,846911,116.0,127,17,85.0,49766,2937.0,319,Não,Madrugada,Domingo,688730
VID00896,92,33,169.0,17.0,Sim,480p,Culinária,Inglês,Sim,550108,78.0,420,15,821.0,46953,1751.0,144,Não,Madrugada,Domingo,1259566
VID00497,24,52,863.0,40.0,Sim,720p,Música,Português,Não,734430,76.0,267,13,6777.0,5412,275.0,77,Não,Manhã,Sexta,1191029
VID01783,46,38,786.0,20.0,Não,4K,Vlogs,Português,Sim,784683,17.0,328,19,2153.0,35934,4516.0,111,Não,Tarde,Domingo,755425
VID00336,49,17,372.0,23.0,Não,1080p,Fitness,Português,Não,808003,5.0,473,12,5978.0,41207,1639.0,225,Não,Noite,Sexta,618345
VID00516,16,92,380.0,33.0,Sim,1080p,Culinária,Português,Não,145073,36.0,357,3,7116.0,34783,3907.0,450,Não,Manhã,Sexta,236601
VID01349,54,50,195.0,40.0,Sim,1080p,Fitness,Português,Sim,535699,8.0,351,1,4638.0,13690,4372.0,457,Sim,Manhã,Sexta,500993
VID01016,31,72,975.0,18.0,Sim,720p,Música,Português,Não,681698,107.0,472,21,2080.0,18805,649.0,527,Sim,Madrugada,Sexta,1171104
VID02363,40,16,663.0,22.0,Não,1080p,Música,Português,Não,104891,4.0,38,23,8105.0,24692,160.0,923,Não,Madrugada,Sábado,265347
VID01782,60,73,857.0,25.0,Sim,1080p,Tecnologia,Espanhol,Não,88698,115.0,279,5,4547.0,6131,1968.0,303,Não,Manhã,Sexta,220852
VID01786,10,74,423.0,37.0,Sim,4K,Tecnologia,Inglês,Não,4654,30.0,394,20,8523.0,1191,2509.0,815,Não,Tarde,Sábado,297034
VID02071,7,95,870.0,48.0,Não,1080p,Fitness,Português,Não,398074,46.0,94,17,5832.0,41532,3651.0,786,Não,Tarde,Seg-Qui,405228
VID00357,12,95,284.0,7.0,Sim,720p,Tecnologia,Português,Sim,621771,4.0,261,14,9292.0,22607,4534.0,910,Não,Manhã,Domingo,719261
VID02398,8,85,895.0,29.0,Não,720p,Vlogs,Português,Sim,443938,11.0,454,13,3752.0,23084,2819.0,163,Não,Tarde,Sábado,485545
VID01313,38,74,545.0,13.0,Sim,1080p,Vlogs,Português,Sim,328647,16.0,133,24,9323.0,4578,4381.0,459,Não,Madrugada,Domingo,353365
VID01636,24,52,360.0,5.0,Sim,1080p,Educação,Português,Não,200303,69.0,379,13,5585.0,46925,2177.0,589,Não,Tarde,Sábado,266236
VID00551,38,19,,13.0,Sim,720p,Vlogs,Português,Sim,539715,,451,17,,25113,4466.0,614,Não,Noite,Domingo,538986
VID01228,7,50,291.0,26.0,Sim,1080p,Música,Português,Não,895172,92.0,228,13,7636.0,45741,2380.0,64,Não,Madrugada,Seg-Qui,1542613
VID02249,58,45,454.0,5.0,Sim,720p,Música,Espanhol,Não,619940,38.0,284,16,1525.0,42849,2838.0,176,Não,Tarde,Domingo,1375646
VID00958,38,80,960.0,38.0,Não,1080p,Educação,Português,Sim,950344,112.0,335,28,3237.0,6768,3483.0,599,Sim,Manhã,Domingo,619075
VID01774,37,96,727.0,46.0,Não,720p,Educação,Inglês,Sim,597224,99.0,332,16,5087.0,45422,72.0,497,Não,Tarde,Sexta,1101102
VID01009,40,95,763.0,32.0,Sim,1080p,Vlogs,Inglês,Não,186616,92.0,364,28,1618.0,27244,4936.0,213,Não,Madrugada,Sábado,760455
VID01093,50,70,420.0,44.0,Sim,4K,Tecnologia,Espanhol,Sim,710552,68.0,76,16,1256.0,11631,2954.0,152,Não,Madrugada,Sexta,989682
VID02243,17,34,679.0,47.0,Não,1080p,Tecnologia,Inglês,Sim,177295,41.0,397,20,586.0,10669,4582.0,80,Não,Madrugada,Sábado,665729
VID00997,58,58,220.0,45.0,Sim,1080p,Gaming,Português,Sim,317729,114.0,481,1,5348.0,22843,3165.0,981,Não,Madrugada,Sábado,559351
VID01680,51,43,899.0,,Sim,480p,Fitness,Português,Sim,55550,88.0,131,13,2899.0,32037,2149.0,534,Não,Noite,Seg-Qui,165224
VID00154,36,84,874.0,45.0,Sim,1080p,Gaming,Português,Sim,993481,51.0,242,1,4250.0,19454,915.0,599,Não,Manhã,Sábado,1341317
VID00581,17,51,499.0,43.0,Sim,4K,Educação,Português,Não,836231,78.0,189,18,6219.0,9164,2115.0,121,Não,Noite,Sexta,549085
VID01471,55,46,155.0,4.0,Sim,720p,Vlogs,Português,Não,426584,5.0,32,1,897.0,35892,377.0,640,Sim,Tarde,Seg-Qui,494772
VID00704,13,55,,28.0,Sim,720p,Tecnologia,Português,Não,630194,103.0,177,22,6795.0,42823,1103.0,172,Não,Madrugada,Sexta,732850
VID01213,4,70,674.0,46.0,Não,720p,Educação,Inglês,Não,80166,47.0,184,29,7240.0,28000,1075.0,920,Não,Manhã,Sábado,384145
VID00897,54,39,269.0,4.0,Não,1080p,Culinária,Português,Sim,305267,40.0,452,6,8072.0,22084,3598.0,450,Não,Manhã,Sábado,329738
VID00488,46,22,119.0,21.0,Sim,1080p,Educação,Inglês,Sim,137659,13.0,244,12,3597.0,37892,2769.0,117,Não,Noite,Sábado,559521
VID00560,59,94,977.0,36.0,Não,1080p,Tecnologia,Português,Não,463440,114.0,472,1,5641.0,29074,3841.0,284,Não,Noite,Domingo,570381
VID01142,19,37,703.0,42.0,Sim,720p,Gaming,Português,Sim,926233,,17,18,,42667,1427.0,385,Não,Madrugada,Sexta,1297826
VID01120,23,50,987.0,34.0,Sim,1080p,Gaming,Português,Sim,921472,68.0,50,7,2533.0,16944,3243.0,35,Não,Manhã,Domingo,4688039
VID00513,53,88,963.0,2.0,Sim,1080p,Fitness,Inglês,Não,135872,38.0,268,14,1050.0,47761,2545.0,656,Não,Madrugada,Seg-Qui,598521
VID00634,28,61,900.0,41.0,Sim,1080p,Vlogs,Português,Sim,231835,10.0,220,1,7233.0,19646,1909.0,577,Não,Tarde,Sábado,310527
VID02169,5,70,238.0,20.0,Não,1080p,Culinária,Espanhol,Não,218352,81.0,333,1,4127.0,24193,1802.0,237,Não,Madrugada,Seg-Qui,358106
VID01665,36,10,981.0,48.0,Sim,1080p,Gaming,Inglês,Não,837587,114.0,331,27,8360.0,47477,1093.0,266,Não,Manhã,Sábado,3116999
VID01013,51,67,520.0,24.0,Sim,720p,Música,Português,Não,219155,36.0,259,26,7728.0,33264,3911.0,544,Não,Manhã,Sábado,494361
VID01932,50,52,250.0,0.0,Sim,480p,Educação,Português,Não,177689,77.0,437,22,2074.0,42446,4870.0,886,Não,Noite,Seg-Qui,273477
VID01151,29,72,679.0,11.0,Não,720p,Vlogs,Espanhol,Não,39687,47.0,440,30,3728.0,17621,2228.0,54,Não,Tarde,Sábado,145743
VID02360,53,22,376.0,17.0,Sim,1080p,Gaming,Inglês,Não,416022,12.0,197,17,2469.0,44380,1922.0,538,Não,Madrugada,Sexta,1675416
VID00117,8,81,939.0,41.0,Sim,1080p,Tecnologia,Português,Não,816427,62.0,328,21,8921.0,19111,4030.0,623,Não,Manhã,Sábado,890206
VID00741,13,67,995.0,42.0,Sim,480p,Educação,Espanhol,Sim,505200,33.0,273,27,3508.0,42769,2532.0,63,Não,Manhã,Sexta,541775
VID02323,12,66,974.0,47.0,Sim,1080p,Fitness,Inglês,Sim,657882,32.0,161,15,2955.0,19367,4764.0,967,Não,Tarde,Domingo,1377129
VID01975,38,19,161.0,29.0,Sim,720p,Culinária,Português,Não,752846,94.0,409,10,453.0,29698,67.0,427,Não,Manhã,Domingo,579889
VID01082,43,68,900.0,5.0,Não,720p,Educação,Inglês,Não,803163,34.0,21,27,4395.0,41008,3951.0,131,Não,Noite,Sexta,1378670
VID01811,13,100,250.0,7.0,Sim,720p,Tecnologia,INGLÊS,Não,548592,110.0,322,9,8883.0,13942,3185.0,758,Não,Madrugada,Sábado,1573139
VID00831,57,72,138.0,17.0,Sim,480p,Fitness,Português,Sim,837087,56.0,14,23,4214.0,15501,2768.0,708,Não,Manhã,Domingo,617262
VID00120,2,77,202.0,17.0,Sim,720p,Fitness,Inglês,Não,811061,108.0,223,5,4946.0,31799,4111.0,133,Sim,Manhã,Sexta,1743200
VID00657,47,77,92.0,10.0,Não,720p,Educação,Português,Não,206008,84.0,236,26,7713.0,41120,1950.0,700,Não,Noite,Sábado,284985
VID02297,21,38,193.0,47.0,Sim,720p,Tecnologia,Português,Sim,835118,69.0,262,25,4999.0,33971,3147.0,157,Não,Madrugada,Domingo,903117
VID02258,36,48,819.0,7.0,Não,720p,Vlogs,Inglês,Sim,77574,62.0,188,3,5108.0,31683,1599.0,832,Não,Noite,Sexta,431029
VID02465,29,10,489.0,41.0,Sim,1080p,Gaming,Inglês,Não,55521,112.0,175,27,2090.0,18204,2153.0,179,Não,Manhã,Sexta,507545
VID00636,25,92,113.0,11.0,Sim,720p,Educação,Inglês,Não,163377,78.0,380,19,9368.0,16036,1428.0,370,Não,Madrugada,Sábado,459441
VID00370,19,67,97.0,36.0,Não,720p,Culinária,Inglês,Sim,246054,6.0,197,14,4603.0,4848,1472.0,986,Não,Manhã,Domingo,534249
VID00269,54,19,678.0,50.0,Sim,1080p,Culinária,Português,Sim,363398,62.0,487,10,2648.0,4106,2977.0,619,Não,Manhã,Seg-Qui,355305
VID00047,58,56,902.0,48.0,Sim,1080p,  Fitness,Inglês,Sim,57209,86.0,46,22,8310.0,14454,4351.0,136,Não,Tarde,Domingo,477203
VID00992,45,69,782.0,19.0,Sim,1080p,Vlogs,Português,Não,241309,64.0,452,1,7661.0,9834,2956.0,948,Não,Noite,Seg-Qui,286062
VID00877,29,48,898.0,33.0,Sim,1080p,Fitness,Inglês,Não,76027,33.0,58,17,4889.0,12908,1391.0,202,Não,Manhã,Sábado,353309
VID00774,39,79,109.0,6.0,Não,1080p,Fitness,Português,Não,39314,41.0,223,12,3540.0,15015,2205.0,143,Sim,Noite,Sexta,158189
VID01220,32,42,579.0,33.0,Sim,1080p,Educação,Inglês,Não,217088,116.0,101,25,9033.0,4852,576.0,797,Não,Manhã,Sábado,527394
VID01127,3,32,521.0,41.0,Não,1080p,Gaming,Inglês,Não,145313,15.0,220,20,3454.0,29121,1801.0,297,Não,Tarde,Seg-Qui,766337
VID00005,44,71,577.0,50.0,Sim,1080p,Música,Inglês,Sim,746677,45.0,238,29,5031.0,18327,3489.0,54,Não,Manhã,Seg-Qui,3158592
VID01596,56,84,66.0,42.0,Não,1080p,Educação,Português,Sim,639280,39.0,297,27,838.0,49427,692.0,997,Não,Tarde,Sábado,466594
VID01078,22,22,164.0,14.0,Sim,4K,Vlogs,Português,Não,428024,17.0,105,4,3500.0,4188,4021.0,822,Não,Noite,Domingo,419770
VID00838,46,79,155.0,47.0,Sim,1080p,Música,Inglês,Sim,355794,34.0,464,26,3091.0,21788,3676.0,349,Não,Manhã,Sábado,1678373
VID00682,37,34,860.0,29.0,Sim,480p,Fitness,Português,Não,595163,43.0,138,4,466.0,44693,2788.0,108,Não,Noite,Sexta,515802
VID01716,59,36,179.0,31.0,Não,480p,Tecnologia,Português,Sim,400707,101.0,21,9,8730.0,47939,1537.0,967,Não,Manhã,Domingo,519224
VID01149,56,81,969.0,50.0,Sim,1080p,Gaming,Português,Não,315514,36.0,435,27,1028.0,37109,1217.0,98,Não,Noite,Sexta,545313
VID00575,23,43,117.0,22.0,Não,720p,Vlogs,Português,Não,40949,50.0,447,1,2221.0,48347,2234.0,45,Não,Madrugada,Domingo,145090
VID00051,8,53,412.0,27.0,Sim,720p,Tecnologia,Inglês,Sim,452617,24.0,454,22,2914.0,20403,771.0,834,Não,Tarde,Seg-Qui,1260855
VID00854,48,59,250.0,8.0,Sim,480p,Gaming,Inglês,Não,605375,79.0,77,23,4281.0,16633,340.0,437,Não,Madrugada,Domingo,2111604
VID01983,12,37,413.0,21.0,Sim,480p,Tecnologia,Português,Sim,200855,99.0,391,8,7426.0,46662,2671.0,673,Não,Noite,Sexta,378524
VID01824,13,77,725.0,49.0,Sim,1080p,Educação,Português,Não,974516,66.0,41,10,3725.0,21762,3819.0,714,Não,Madrugada,Domingo,638798
VID00834,54,66,420.0,50.0,Sim,480p,Vlogs,Português,Não,687654,31.0,3,9,7850.0,42523,444.0,372,Sim,Tarde,Seg-Qui,723868
VID01116,53,94,921.0,8.0,Sim,1080p,Fitness,Português,Não,154998,17.0,108,27,7053.0,23707,849.0,827,Não,Tarde,Sábado,225277
VID01167,4,48,509.0,42.0,Sim,720p,Música,Português,Não,93858,87.0,352,15,6593.0,1882,4471.0,734,Não,Tarde,Seg-Qui,245594
VID01907,19,93,421.0,45.0,Não,4K,Música,Português,Sim,681399,70.0,423,19,5048.0,28922,2205.0,746,Não,Noite,Sábado,1145697
VID00972,2,26,748.0,41.0,Não,4K,Fitness,Português,Sim,14087,5.0,244,16,612.0,2619,3764.0,121,Não,Noite,Seg-Qui,104576
VID00400,31,91,491.0,42.0,Sim,720p,Educação,Português,Não,755344,101.0,185,3,4053.0,25071,4097.0,618,Não,Manhã,Seg-Qui,512431
VID00020,23,85,735.0,22.0,Não,720p,Fitness,Inglês,Sim,839189,31.0,391,12,4861.0,49893,1549.0,130,Não,Noite,Seg-Qui,1624154
VID00685,58,98,57.0,20.0,Sim,720p,Fitness,Espanhol,Sim,662498,94.0,216,30,1591.0,47679,1563.0,797,Não,Tarde,Seg-Qui,701455
VID00036,28,14,906.0,5.0,Sim,480p,Fitness,Português,Não,990084,100.0,297,30,1160.0,264,2795.0,516,Sim,Noite,Seg-Qui,706986
VID02382,10,26,715.0,21.0,Não,720p,Educação,Português,Não,445962,87.0,237,23,7307.0,37648,3767.0,77,Não,Tarde,Domingo,384450
VID00525,6,13,348.0,50.0,Sim,1080p,Tecnologia,Inglês,Sim,294096,31.0,321,7,1385.0,14248,342.0,213,Não,Manhã,Sexta,902352
VID00921,57,100,817.0,41.0,Sim,1080p,Fitness,Português,Sim,105,7.0,328,18,7881.0,45276,2725.0,448,Sim,Madrugada,Seg-Qui,2225932
VID01842,16,80,955.0,39.0,Não,4K,Gaming,Português,Sim,582801,,142,10,,32199,2383.0,252,Não,Noite,Domingo,877405
VID01891,38,90,191.0,21.0,Sim,480p,Educação,Inglês,Sim,601567,18.0,471,21,5012.0,2588,1614.0,576,Não,Madrugada,Seg-Qui,914091
VID00538,17,36,302.0,42.0,Não,4K,Vlogs,Português,Não,428837,83.0,407,5,5327.0,47391,1515.0,609,Não,Noite,Sexta,495510
VID01706,22,22,238.0,25.0,Sim,480p,Música,Português,Não,552687,64.0,293,22,9347.0,47791,1932.0,820,Não,Manhã,Sábado,991610
VID02464,5,92,712.0,44.0,Não,480p,Fitness,Espanhol,Não,974503,78.0,286,28,2511.0,20764,1044.0,329,Não,Tarde,Domingo,914496
VID00246,53,72,66.0,22.0,Sim,1080p,Gaming,Português,Não,720787,45.0,374,12,3730.0,49353,1798.0,414,Sim,Noite,Domingo,1106436
VID00785,6,94,135.0,43.0,Não,720p,Vlogs,Inglês,Não,89137,73.0,444,27,9668.0,30508,4340.0,109,Não,Tarde,Seg-Qui,4138851
VID01410,52,82,336.0,41.0,Sim,720p,Educação,Português,Não,696002,107.0,397,19,3982.0,23719,761.0,268,Sim,Noite,Sexta,522419
VID00155,2,10,944.0,8.0,Sim,1080p,Tecnologia,Espanhol,Sim,236829,115.0,382,11,5947.0,33388,2275.0,49,Não,Madrugada,Sexta,481958
