car_id,brand,model_year,mileage_km,fuel_type,engine_size_liters,horsepower,transmission,drivetrain,condition,previous_owners,accident_history,service_history,air_conditioning,power_steering,power_windows,airbags_count,abs_brakes,interior_material,sound_system,sunroof,parking_sensors,warranty_months,imported,color,price_brl
CAR00236,Volkswagen,2016,98330.0,Flex,1.6,225.0,CVT,Dianteira,Bom,-1.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Não,Couro Sintético,Básico,Não,Não,30.0,Não,Branco,34952
CAR02188,Volkswagen,2013,18704.0,Flex,1.4,146.0,Automática,Dianteira,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Premium,Não,Não,19.0,Não,Prata,32639
CAR00268,Volkswagen,2012,142686.0,Diesel,1.3,290.0,Manual,Dianteira,Regular,5.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Sim,Couro Legítimo,Premium,Não,Não,15.0,Não,Branco,23935
CAR01330,Ford,2023,197917.0,Flex,1.0,134.0,CVT,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Couro Sintético,Multimídia,Não,Não,26.0,Não,Vermelho,34339
CAR01870,Hyundai,2020,119816.0,Flex,1.6,76.0,CVT,Traseira,Regular,4.0,1 acidente leve,Completo,Sim,Sim,Sim,4.0,Sim,Tecido,Básico,Não,Sim,20.0,Não,Prata,30483
CAR00118,Ford,2022,27601.0,Gasolina,1.0,72.0,Manual,Traseira,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Premium,Não,Não,12.0,Não,Preto,46770
CAR00438,Hyundai,2013,108591.0,Flex,2.4,124.0,Automática,Traseira,Bom,1.0,Sem acidentes,Completo,Sim,Não,Não,1.0,Sim,Tecido,Básico,Sim,Sim,21.0,Não,Prata,45926
CAR00674,Toyota,2011,100667.0,Diesel,1.6,221.0,Manual,Dianteira,Ruim,2.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Sim,Couro Sintético,Premium,Não,Não,9.0,Não,Cinza,23641
CAR00250,Fiat,2022,216650.0,Flex,1.4,92.0,Automática,Dianteira,Bom,4.0,1 acidente leve,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Premium,Não,Não,0.0,Não,Prata,8000
CAR02240,Chevrolet,2018,91700.0,Gasolina,1.0,159.0,Manual,Dianteira,Excelente,3.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Não,Tecido,Básico,Não,Não,4.0,Não,Preto,15929
CAR01575,Hyundai,2014,184992.0,Elétrico,1.3,284.0,Automática,4x4,Bom,3.0,1 acidente leve,Completo,Não,Sim,Sim,0.0,Sim,Couro Sintético,Premium,Não,Sim,9.0,Não,Azul,57520
CAR28817,Honda,2019,239000.0,Flex,1.6,116.0,Automática,4x4,Excelente,4.0,Sem acidentes,Completo,Sim,Sim,Sim,5.0,Sim,Couro Sintético,Premium,Sim,Sim,34.0,Não,Prata,65437
CAR00095,Honda,2011,144783.0,Diesel,1.0,176.0,Automática,Dianteira,Ruim,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Tecido,Multimídia,Sim,Sim,32.0,Não,Preto,24821
CAR01941,Toyota,2024,35266.0,Diesel,1.8,144.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Parcial,Não,Sim,Sim,7.0,Sim,Couro Sintético,Básico,Não,Não,17.0,Não,Cinza,71341
CAR00034,Volkswagen,2024,72468.0,Diesel,1.6,243.0,Manual,Dianteira,Regular,3.0,1 acidente leve,Parcial,Sim,Sim,Sim,2.0,Sim,Couro Sintético,Multimídia,Sim,Não,12.0,Não,Branco,52551
CAR02197,Hyundai,2017,161488.0,Flex,1.0,191.0,Manual,Dianteira,Bom,3.0,1 acidente leve,Completo,Sim,Sim,Sim,7.0,Sim,Couro Legítimo,Premium,Não,Sim,5.0,Não,Vermelho,28603
CAR02153,Volkswagen,2017,207617.0,Gasolina,1.4,171.0,Manual,Traseira,Regular,3.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Premium,Não,Sim,12.0,Não,Prata,8000
CAR02303,Fiat,2015,174796.0,Híbrido,1.0,214.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Não,Tecido,Básico,Sim,Não,33.0,Não,Branco,39797
CAR00449,Volkswagen,2024,242501.0,Flex,1.4,77.0,Automatizada,Dianteira,Bom,1.0,1 acidente leve,Parcial,Sim,Não,Sim,8.0,Sim,Tecido,Básico,Não,Não,31.0,Não,Vermelho,19094
CAR01470,Toyota,2012,240455.0,Elétrico,1.6,166.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Não,Tecido,Premium,Não,Não,1.0,Não,Branco,23885
CAR01796,Volkswagen,2023,163395.0,Flex,1.8,279.0,Automatizada,Dianteira,Bom,5.0,2+ acidentes,Parcial,Sim,Sim,Não,8.0,Não,Couro Sintético,Básico,Não,Não,8.0,Não,Preto,36011
CAR00717,Toyota,2016,232079.0,Etanol,1.4,147.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Não,29.0,Não,Branco,8000
CAR01985,Chevrolet,2020,184689.0,Flex,1.0,120.0,Automática,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Sim,Tecido,Multimídia,Não,Não,16.0,Não,Preto,21642
CAR02194,Volkswagen,2023,117752.0,Flex,1.8,149.0,Automática,Dianteira,Regular,3.0,1 acidente leve,Parcial,Sim,Sim,Sim,3.0,Sim,Tecido,Básico,Não,Não,16.0,Sim,Preto,45848
CAR00001,Hyundai,2023,-3052.0,Flex,1.8,113.0,CVT,Traseira,Ruim,4.0,Sem acidentes,Completo,Sim,Sim,Não,3.0,Não,Tecido,Básico,Sim,Sim,11.0,Não,Azul,31618
CAR00457,Fiat,2010,61408.0,Flex,1.4,154.0,Automatizada,Dianteira,Bom,2.0,Sem acidentes,Completo,Não,Sim,Sim,3.0,Não,Couro Sintético,Premium,Não,Sim,21.0,Não,Prata,19599
CAR01102,Hyundai,2018,195121.0,Flex,1.4,154.0,Manual,Dianteira,Regular,2.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Sim,Tecido,Básico,Não,Sim,15.0,Não,Preto,14933
CAR01109,Honda,2015,21999.0,Flex,1.0,113.0,Manual,Dianteira,Regular,5.0,2+ acidentes,Parcial,Sim,Não,Sim,7.0,Sim,Tecido,Multimídia,Não,Sim,8.0,Não,Azul,8000
CAR01926,Volkswagen,2012,75204.0,Gasolina,1.4,283.0,Automática,Dianteira,Bom,4.0,2+ acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Couro Sintético,Básico,Não,Não,14.0,Não,Prata,10170
CAR00083,Fiat,2018,235258.0,Flex,1.3,215.0,CVT,4x4,Excelente,5.0,2+ acidentes,Sem histórico,Sim,Sim,Não,4.0,Sim,Tecido,Básico,Sim,Não,35.0,Não,Prata,15311
CAR01482,Chevrolet,2020,236387.0,Diesel,2.0,,Manual,Dianteira,Bom,3.0,2+ acidentes,Completo,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Básico,Não,Não,28.0,Não,Azul,11947
CAR02021,Ford,2010,14460.0,Flex,1.3,290.0,CVT,4x4,Bom,5.0,Sem acidentes,Completo,Não,Sim,Sim,5.0,Sim,Tecido,Premium,Sim,Não,5.0,Não,Cinza,57531
CAR00677,Fiat,2015,108998.0,Gasolina,2.0,142.0,Manual,Dianteira,Regular,1.0,Sem acidentes,Parcial,Sim,Sim,Não,3.0,Não,Couro Sintético,Premium,Não,Não,0.0,Não,Preto,21869
CAR01589,Ford,2021,11901.0,Híbrido,1.4,229.0,Automática,Dianteira,Excelente,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Sim,Sim,2.0,Não,Branco,109728
CAR02145,Toyota,2022,8164.0,Etanol,1.6,263.0,Manual,Traseira,Bom,1.0,1 acidente leve,Parcial,Sim,Não,Sim,8.0,Sim,Couro Sintético,Básico,Não,Sim,21.0,Não,Branco,80417
CAR01047,Chevrolet,2019,14277.0,Flex,1.6,287.0,Automática,Dianteira,Regular,5.0,2+ acidentes,Completo,Sim,Sim,Sim,7.0,Não,Tecido,Básico,Não,Não,35.0,Não,Branco,44883
CAR01461,Volkswagen,2017,194052.0,Flex,1.3,86.0,Manual,Traseira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Multimídia,Não,Sim,12.0,Não,Cinza,8000
CAR00771,Toyota,2010,36707.0,Flex,1.4,147.0,Automática,4x4,Excelente,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Premium,Não,Não,30.0,Sim,Prata,68025
CAR01669,Ford,2020,235097.0,Etanol,1.6,133.0,Automática,Traseira,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Não,2.0,Sim,Tecido,Básico,Não,Sim,10.0,Não,Prata,8000
CAR01958,Ford,2018,100676.0,Flex,1.8,105.0,Manual,Traseira,Bom,4.0,1 acidente leve,Parcial,Não,Sim,Sim,3.0,Sim,Tecido,Premium,Não,Sim,9.0,Não,Branco,8913
CAR02008,Volkswagen,2013,66602.0,Etanol,2.0,226.0,Automática,Traseira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Tecido,Multimídia,Sim,Não,36.0,Não,Cinza,36099
CAR00518,Hyundai,2021,181342.0,Diesel,1.6,73.0,Manual,Traseira,Ruim,2.0,1 acidente leve,Completo,Sim,Sim,Não,0.0,Sim,Couro Sintético,Multimídia,Não,Sim,33.0,Não,Preto,16021
CAR00823,Fiat,2021,202808.0,Gasolina,2.0,259.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Não,2.0,Não,Prata,8000
CAR00405,Chevrolet,2010,189384.0,Flex,1.0,202.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Sim,Tecido,Premium,Não,Não,13.0,Não,Preto,8414
CAR00385,Fiat,2018,155945.0,Flex,1.8,187.0,Manual,4x4,Bom,1.0,2+ acidentes,Parcial,Não,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Não,15.0,Não,Preto,8000
CAR02036,Volkswagen,2024,112205.0,Diesel,1.4,141.0,Manual,Dianteira,Excelente,2.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Tecido,Básico,Não,Não,23.0,Sim,Branco,57121
CAR02093,Toyota,2014,140899.0,Etanol,1.4,208.0,Manual,Dianteira,Regular,4.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Sim,7.0,Não,Cinza,8000
CAR00105,Fiat,2015,192818.0,Etanol,1.4,131.0,Manual,Dianteira,Regular,5.0,1 acidente leve,Parcial,Sim,Não,Sim,6.0,Não,Tecido,Premium,Não,Não,4.0,Não,Prata,8000
CAR01634,Chevrolet,2010,23931.0,Etanol,1.0,91.0,Manual,Dianteira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Não,1.0,Sim,Couro Sintético,Básico,Não,Não,7.0,Não,Cinza,8000
CAR02404,Honda,2024,212288.0,Elétrico,1.8,105.0,Manual,Dianteira,Regular,1.0,1 acidente leve,Completo,Sim,Não,Não,1.0,Não,Couro Sintético,Premium,Não,Não,15.0,Não,Azul,45511
CAR00689,Toyota,2010,58053.0,Flex,1.6,169.0,Automatizada,Dianteira,Bom,4.0,2+ acidentes,Parcial,Não,Sim,Sim,1.0,Sim,Tecido,Premium,Não,Não,19.0,Não,Preto,8000
CAR00795,Honda,2012,68059.0,Diesel,1.6,88.0,CVT,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Sim,Tecido,Básico,Não,Sim,16.0,Não,Azul,8000
CAR00827,Ford,2011,,Flex,1.4,,Automática,Dianteira,Bom,3.0,1 acidente leve,Completo,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Multimídia,Não,Não,8.0,Não,Branco,8164
CAR01878,Ford,2015,165595.0,Gasolina,1.3,210.0,CVT,Traseira,Bom,4.0,2+ acidentes,Sem histórico,Sim,Não,Não,5.0,Sim,Tecido,Básico,Não,Não,3.0,Não,Vermelho,8000
CAR01241,  Toyota,2016,150406.0,Etanol,2.0,78.0,Automática,Dianteira,Bom,2.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Sim,Tecido,Premium,Não,Sim,15.0,Não,Preto,21305
CAR00063,Honda,2023,232135.0,Diesel,1.8,182.0,Manual,Traseira,Bom,2.0,Sem acidentes,Parcial,Não,Não,Sim,4.0,Sim,Tecido,Premium,Não,Não,30.0,Não,Cinza,37423
CAR01306,Hyundai,2022,24610.0,Flex,1.6,172.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Sem histórico,Sim,Sim,Não,7.0,Não,Tecido,Premium,Sim,Não,35.0,Não,Cinza,74141
CAR00853,Ford,2023,98422.0,Gasolina,1.3,154.0,Automatizada,4x4,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Couro Legítimo,Básico,Não,Não,9.0,Não,Prata,76512
CAR02313,Fiat,2018,128805.0,Etanol,1.6,195.0,Manual,Dianteira,Bom,3.0,1 acidente leve,Parcial,Sim,Sim,Não,5.0,Sim,Tecido,Premium,Não,Não,19.0,Não,Prata,9538
CAR00177,Hyundai,2013,218684.0,Gasolina,1.6,230.0,Automática,Dianteira,Bom,4.0,1 acidente leve,Completo,Sim,Sim,Sim,4.0,Sim,Couro Legítimo,Premium,Não,Sim,33.0,Não,Vermelho,11688
CAR01263,Toyota,2018,101393.0,Gasolina,1.3,296.0,CVT,Traseira,Regular,3.0,1 acidente leve,Parcial,Sim,Sim,Sim,8.0,Sim,Couro Legítimo,Básico,Sim,Não,36.0,Não,Prata,58241
CAR00224,Toyota,2013,206165.0,Flex,1.3,89.0,Automatizada,Traseira,Regular,4.0,2+ acidentes,Completo,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Multimídia,Não,Não,30.0,Não,Preto,8000
CAR00146,Hyundai,2018,73323.0,Híbrido,1.4,195.0,Manual,Dianteira,Regular,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,4.0,Sim,Couro Sintético,Premium,Não,Não,31.0,Não,Cinza,57680
CAR01089,Honda,2018,212574.0,Flex,1.0,130.0,CVT,4x4,Bom,2.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Sim,Tecido,Premium,Não,Sim,6.0,Não,Preto,45749
CAR00374,Chevrolet,2013,143335.0,Flex,1.6,96.0,Automatizada,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Não,0.0,Sim,Tecido,Premium,Não,Não,31.0,Não,Vermelho,8000
CAR01825,Chevrolet,2014,243966.0,Flex,1.6,135.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,0.0,Sim,Tecido,Básico,Não,Sim,11.0,Não,Cinza,8000
CAR02128,Ford,2022,86780.0,Flex,2.4,146.0,Automática,Dianteira,Regular,1.0,Sem acidentes,Parcial,Não,Sim,Sim,3.0,Sim,Couro Sintético,Multimídia,Não,Sim,30.0,Não,Preto,64209
CAR01143,Hyundai,2022,17226.0,Flex,2.0,141.0,Automática,Dianteira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Não,5.0,Não,Tecido,Básico,Não,Sim,16.0,Não,Vermelho,57109
CAR02412,Fiat,2014,27337.0,Etanol,1.6,75.0,Automática,Traseira,Regular,2.0,Sem acidentes,Parcial,Não,Sim,Não,7.0,Não,Tecido,Multimídia,Não,Não,21.0,Não,Cinza,36188
CAR02182,Hyundai,2023,220189.0,Flex,1.0,93.0,Manual,Dianteira,Bom,1.0,1 acidente leve,Completo,Não,Sim,Sim,3.0,Sim,Couro Sintético,Básico,Não,Sim,11.0,Não,Cinza,8061
CAR01275,Fiat,2016,193056.0,Diesel,1.6,197.0,Manual,Dianteira,Excelente,2.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Sim,20.0,Não,Vermelho,8000
CAR01266,Volkswagen,2023,234443.0,Etanol,1.6,265.0,Automática,Dianteira,Bom,5.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,3.0,Não,Tecido,Básico,Não,Não,15.0,Não,Prata,8000
CAR02252,Toyota,2013,109501.0,Flex,1.6,237.0,CVT,Dianteira,Excelente,4.0,1 acidente leve,Sem histórico,Sim,Sim,Não,3.0,Não,Couro Sintético,Básico,Não,Não,10.0,Sim,Cinza,30349
CAR01992,Fiat,2018,243245.0,Gasolina,1.4,149.0,Automática,Traseira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Tecido,Básico,Sim,Sim,27.0,Sim,Cinza,16566
CAR00010,Volkswagen,2024,129932.0,Diesel,1.6,291.0,Manual,Dianteira,Ruim,4.0,2+ acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Tecido,Multimídia,Sim,Não,18.0,Não,Branco,13147
CAR00450,Honda,2015,149866.0,Flex,2.0,246.0,Automatizada,Dianteira,Bom,3.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Não,10.0,Não,Preto,26984
CAR01839,Fiat,2024,135407.0,Flex,1.6,283.0,Automática,Dianteira,Bom,4.0,2+ acidentes,Sem histórico,Sim,Sim,Sim,6.0,Sim,Tecido,Básico,Não,Sim,30.0,Não,Preto,35419
CAR00709,Chevrolet,2019,212234.0,Diesel,1.6,179.0,Manual,4x4,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Sim,3.0,Sim,Tecido,Premium,Não,Sim,3.0,Sim,Vermelho,44605
CAR00256,Toyota,2020,166980.0,Gasolina,2.0,99.0,CVT,Dianteira,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Couro Sintético,Premium,Não,Sim,25.0,Não,Vermelho,33546
CAR00883,Volkswagen,2018,248694.0,Gasolina,2.0,218.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Parcial,Não,Sim,Sim,7.0,Não,Couro Sintético,Premium,Não,Não,4.0,Não,Preto,8000
CAR01618,Hyundai,2010,97446.0,Gasolina,1.3,183.0,CVT,Traseira,Excelente,4.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Tecido,Premium,Não,Não,4.0,Não,Preto,8000
CAR00390,Volkswagen,2017,26644.0,Diesel,1.4,,Automática,Traseira,Bom,1.0,Sem acidentes,Parcial,Não,Sim,Não,4.0,Não,Couro Sintético,Premium,Não,Não,10.0,Não,Preto,55049
CAR01277,  Fiat,2022,118711.0,Etanol,1.4,234.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Não,Não,Sim,7.0,Não,Tecido,Premium,Sim,Não,33.0,Não,Vermelho,38523
CAR02415,Fiat,2024,105667.0,Etanol,1.8,205.0,CVT,Dianteira,Excelente,2.0,1 acidente leve,Completo,Sim,Sim,Sim,3.0,Não,Tecido,Básico,Sim,Não,23.0,Não,Branco,64374
CAR01582,Chevrolet,2013,128099.0,Diesel,1.3,251.0,Automática,Dianteira,Excelente,4.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,8.0,Sim,Tecido,Básico,Não,Não,34.0,Não,Preto,27574
CAR00909,Toyota,2014,54170.0,Diesel,1.4,182.0,CVT,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,8.0,Não,Couro Sintético,Multimídia,Sim,Não,3.0,Sim,Preto,72502
CAR00925,Fiat,2017,169044.0,Flex,1.4,93.0,Automática,Dianteira,Bom,3.0,2+ acidentes,Completo,Não,Sim,Não,5.0,Sim,Tecido,Básico,Não,Sim,14.0,Sim,Branco,8000
CAR00752,Ford,2023,183267.0,Flex,1.6,273.0,Automatizada,Traseira,Bom,5.0,1 acidente leve,Completo,Não,Não,Sim,7.0,Sim,Couro Sintético,Básico,Sim,Não,14.0,Não,Vermelho,43602
CAR01933,Volkswagen,2014,134572.0,Gasolina,1.6,163.0,Manual,4x4,Bom,2.0,2+ acidentes,Completo,Não,Sim,Sim,7.0,Sim,Tecido,Multimídia,Não,Não,3.0,Não,Prata,8000
CAR00461,Hyundai,2022,130355.0,Diesel,1.4,280.0,Automática,Dianteira,Regular,5.0,Sem acidentes,Sem histórico,Sim,Não,Não,7.0,Sim,Tecido,Básico,Não,Sim,19.0,Não,Cinza,36405
CAR01748,Volkswagen,2021,247277.0,Flex,1.8,155.0,Manual,Traseira,Excelente,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Não,Tecido,Premium,Sim,Não,27.0,Sim,Cinza,31598
CAR01991,Honda,2013,107421.0,Flex,1.0,208.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Sim,Couro Sintético,Multimídia,Não,Sim,13.0,Não,Vermelho,14860
CAR01225,Chevrolet,2010,42228.0,Elétrico,1.0,217.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Tecido,Multimídia,Não,Não,8.0,Não,Branco,52208
CAR01169,Volkswagen,2011,156396.0,Flex,1.3,171.0,Automatizada,Traseira,Regular,4.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Sim,Couro Legítimo,Básico,Não,Não,13.0,Não,Cinza,27907
CAR00959,Honda,2012,183969.0,Flex,1.4,72.0,Automática,Dianteira,Regular,3.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Tecido,Premium,Não,Não,24.0,Não,Vermelho,8463
CAR00502,Fiat,2012,123639.0,Flex,1.4,136.0,Automatizada,Traseira,Excelente,1.0,Sem acidentes,Completo,Sim,Sim,Não,8.0,Não,Couro Sintético,Premium,Não,Não,25.0,Não,Vermelho,22929
CAR01728,Toyota,2024,232434.0,Elétrico,1.6,288.0,Automática,Dianteira,Regular,3.0,1 acidente leve,Completo,Sim,Sim,Não,7.0,Sim,Tecido,Básico,Não,Sim,17.0,Não,Vermelho,74334
CAR00740,Honda,2011,140530.0,Diesel,1.0,259.0,Automática,Dianteira,Regular,2.0,2+ acidentes,Parcial,Sim,Sim,Sim,0.0,Não,Tecido,Básico,Sim,Sim,31.0,Não,Cinza,15700
CAR00041,Fiat,2019,48527.0,Flex,1.6,98.0,CVT,Dianteira,Bom,5.0,1 acidente leve,Parcial,Sim,Sim,Sim,,Sim,Tecido,Básico,Não,Não,23.0,Sim,Cinza,30149
CAR00869,Toyota,2013,180121.0,Flex,1.6,109.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Couro Legítimo,Básico,Não,Não,35.0,Não,Cinza,9852
CAR00732,Hyundai,2010,96829.0,Gasolina,1.0,258.0,Manual,Traseira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Não,,Sim,Couro Sintético,Multimídia,Não,Não,9.0,Não,Azul,31835
CAR00540,Hyundai,2011,67875.0,Gasolina,1.6,156.0,Manual,Traseira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Sim,8.0,Sim,Tecido,Multimídia,Não,Não,8.0,Não,Prata,9042
CAR01202,Volkswagen,2013,107476.0,Híbrido,1.4,126.0,Automática,4x4,Bom,5.0,Sem acidentes,Completo,Não,Sim,Não,5.0,Sim,Tecido,Premium,Não,Sim,26.0,Sim,Vermelho,66700
CAR01340,Chevrolet,2011,219127.0,Etanol,2.4,155.0,Manual,Traseira,Bom,1.0,2+ acidentes,Completo,Sim,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Sim,3.0,Não,Vermelho,8000
CAR00698,Chevrolet,2010,227857.0,Elétrico,1.6,108.0,Automática,Traseira,Excelente,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Tecido,Multimídia,Sim,Sim,33.0,Sim,Branco,30722
CAR02043,Fiat,2010,10368.0,Diesel,1.4,114.0,Automática,Dianteira,Regular,3.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,6.0,Sim,Tecido,Básico,Não,Não,30.0,Não,Branco,18989
CAR02106,Chevrolet,2012,205462.0,Diesel,1.6,111.0,Manual,4x4,Bom,2.0,Sem acidentes,Completo,Não,Sim,Sim,7.0,Não,Couro Sintético,Premium,Não,Não,26.0,Não,Prata,19767
CAR02095,Honda,2024,198725.0,Gasolina,1.3,217.0,Automática,Traseira,Excelente,4.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Premium,Não,Sim,1.0,Não,Azul,47489
CAR01372,Volkswagen,2012,246959.0,Flex,1.0,161.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Completo,Sim,Sim,Não,0.0,Não,Couro Legítimo,Básico,Sim,Não,27.0,Não,Prata,9816
CAR01146,Volkswagen,2011,215048.0,Flex,1.8,273.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Não,Tecido,Multimídia,Sim,Não,28.0,Não,Azul,8000
CAR01032,Chevrolet,2019,134974.0,Flex,1.0,227.0,Manual,Dianteira,Excelente,1.0,Sem acidentes,Sem histórico,Sim,Sim,Não,1.0,Sim,Tecido,Premium,Não,Não,20.0,Não,Branco,23031
CAR00373,Ford,2019,90774.0,Flex,1.0,242.0,Automatizada,Dianteira,Bom,5.0,Sem acidentes,Completo,Sim,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Sim,9.0,Não,Azul,36295
CAR00668,Toyota,2021,15278.0,Diesel,1.0,78.0,Manual,Dianteira,Excelente,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Básico,Sim,Não,32.0,Não,Prata,81686
CAR01432,Hyundai,2024,37101.0,Diesel,1.8,244.0,Automática,Traseira,Regular,1.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Não,Couro Sintético,Premium,Não,Não,26.0,Não,Branco,88851
CAR02202,Toyota,2013,90166.0,Flex,1.4,262.0,Manual,4x4,Excelente,1.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Sim,Couro Sintético,Multimídia,Não,Não,12.0,Não,Prata,67888
CAR00358,Toyota,2015,37920.0,Gasolina,2.0,106.0,CVT,Traseira,Regular,3.0,Sem acidentes,Sem histórico,Não,Sim,Não,1.0,Não,Couro Legítimo,Premium,Não,Não,13.0,Não,Prata,39417
CAR00968,Toyota,2023,126948.0,Flex,1.3,157.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Não,Tecido,Básico,Sim,Não,21.0,Não,Preto,58265
CAR00784,Honda,2015,438285.0,Flex,1.6,279.0,CVT,4x4,Excelente,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Não,Couro Sintético,Multimídia,Não,Não,7.0,Não,Cinza,108238
CAR00736,Hyundai,2018,148927.0,Flex,1.8,98.0,Manual,Dianteira,Regular,3.0,2+ acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Básico,Não,Sim,14.0,Não,Branco,8000
CAR01354,Ford,2011,139327.0,Gasolina,1.8,188.0,Automatizada,Dianteira,Regular,1.0,1 acidente leve,Completo,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Não,29.0,Não,Cinza,19532
CAR01036,Volkswagen,2012,160195.0,Diesel,1.0,119.0,Manual,Dianteira,Regular,3.0,Sem acidentes,Completo,Sim,Não,Não,8.0,Sim,Tecido,Premium,Sim,Não,29.0,Não,Vermelho,16961
