restaurant_id,location_type,neighborhood_safety,parking_available,outdoor_seating,cuisine_type,price_range,seating_capacity,years_in_business,waiters_count,avg_service_time_min,accepts_reservations,delivery_service,health_inspection_score,chef_experience_years,menu_variety_items,daily_specials,has_website,social_media_followers,instagram_posts_count,online_reviews_count,live_music,kids_friendly,accepts_groups,average_rating
REST00115,Centro,Baixa,Sim,Sim,Japonesa,Moderado,29,13,11.0,43,Sim,Sim,73.57,18.0,132,Não,Sim,31709.0,510,102,Não,Sim,Sim,5.0
REST00418,Bairro Nobre,Média,Não,Não,Americana,Caro,116,9,3.0,87,Não,Sim,57.94,19.0,122,Sim,Sim,35468.0,365,168,Sim,Sim,Sim,5.0
REST01626,Centro,Média,Sim,Sim,Americana,Moderado,59,30,14.0,21,Não,Sim,95.82,5.0,71,Não,Não,35280.0,157,1177,Sim,Não,Sim,5.0
REST02471,Centro,Alta,Não,Não,Árabe,Caro,111,19,,31,Sim,Sim,,,84,Não,Sim,,711,76,Não,Não,Não,5.0
REST00090,Subúrbio,Baixa,Sim,Não,Japonesa,Moderado,197,14,8.0,49,Sim,Sim,85.69,3.0,73,Sim,Não,31229.0,459,625,Não,Não,Não,4.79
REST02083,Shopping,Baixa,Sim,Não,Americana,Caro,122,13,2.0,75,Sim,Sim,67.1,9.0,29,Sim,Sim,36759.0,865,822,Não,Não,Não,4.19
REST00754,Subúrbio,Média,Não,Não,Japonesa,Econômico,59,28,19.0,44,Não,Sim,99.72,9.0,33,Não,Não,9761.0,155,1355,Não,Sim,Sim,5.0
REST01631,Bairro Nobre,Média,Não,Não,Vegetariana,Moderado,159,17,18.0,42,Sim,Sim,70.9,12.0,20,Não,Sim,33049.0,532,1348,Não,Sim,Não,5.0
REST00012,Subúrbio,Baixa,Sim,Não,Japonesa,Moderado,84,24,17.0,76,Não,Não,73.03,1.0,148,Não,Sim,34686.0,182,1069,Não,Não,Sim,4.67
REST00285,Centro,Baixa,Sim,Não,Americana,Moderado,164,0,11.0,58,Sim,Sim,52.7,25.0,91,Sim,Não,27258.0,708,873,Não,Sim,Sim,3.86
REST01067,Periferia,Alta,Sim,Não,Vegetariana,Caro,176,24,17.0,46,Sim,Sim,70.22,26.0,104,Não,Não,17489.0,178,1290,Não,Não,Sim,5.0
REST01192,Centro,Alta,Sim,Não,Italiana,Econômico,63,19,4.0,30,Sim,Sim,50.01,13.0,29,Sim,Sim,19485.0,799,998,Não,Não,Sim,4.81
REST01441,Shopping,Baixa,Não,Sim,Japonesa,Moderado,63,16,20.0,61,Sim,Sim,80.56,24.0,99,Não,Não,36919.0,773,504,Não,Sim,Sim,5.0
REST02357,Periferia,Baixa,Sim,Não,Japonesa,Caro,192,3,18.0,79,Sim,Não,65.71,12.0,57,Sim,Sim,8336.0,282,754,Não,Sim,Não,3.31
REST02356,Centro,Alta,Sim,Sim,Italiana,Econômico,124,21,18.0,85,Não,Sim,71.22,23.0,55,Não,Sim,654.0,96,1772,Não,Não,Não,5.0
REST02276,Shopping,Média,Sim,Não,Americana,Moderado,163,1,5.0,88,Sim,Não,58.42534284662878,10.0,122,Não,Não,10065.0,29,866,Não,Sim,Sim,4.63
REST01569,Periferia,Média,Não,Sim,Vegetariana,Moderado,139,29,19.0,85,Não,Sim,67.94,11.0,87,Não,Não,11469.0,900,1289,Não,Não,Sim,6.59
REST02162,Shopping,Alta,Sim,Não,Italiana,Econômico,117,19,18.0,36,Não,Sim,65.99,25.0,139,Sim,Sim,31876.0,904,1817,Não,Não,Não,5.0
REST01688,Subúrbio,Alta,Sim,Sim,Vegetariana,Econômico,181,29,5.0,31,Sim,Sim,66.32,2.0,12,Sim,Sim,28975.0,865,765,Não,Não,Não,4.54
REST00852,Shopping,Média,Sim,Não,Italiana,Econômico,99,15,8.0,35,Sim,Não,87.37,26.0,84,Não,Sim,666.0,697,513,Não,Sim,Sim,5.0
REST00896,Shopping,Média,Não,Não,Brasileira,Caro,167,1,16.0,47,Não,Sim,61.43,24.0,112,Não,Sim,12564.0,888,1235,Não,Sim,Não,4.39
REST00497,Subúrbio,Baixa,Sim,Não,Vegetariana,Econômico,69,29,4.0,40,Sim,Sim,73.37,24.0,32,Sim,Não,38610.0,903,221,Não,Não,Sim,4.64
REST01783,Subúrbio,Média,Não,Sim,Brasileira,Econômico,26,8,15.0,17,Sim,Sim,62.17,28.0,67,Não,Sim,22334.0,940,1820,Não,Sim,Não,5.0
REST00336,Bairro Nobre,Média,Não,Não,Americana,Econômico,69,24,4.0,57,Sim,Sim,60.28,22.0,34,Sim,Não,6808.0,678,1493,Não,Sim,Sim,4.26
REST00516,Subúrbio,Média,Não,Não,Italiana,Moderado,149,4,6.0,87,Não,Sim,72.8,8.0,27,Sim,Sim,18172.0,216,251,Não,Não,Não,4.18
REST01349,Centro,Média,Não,Não,Americana,Moderado,183,10,13.0,81,Sim,Sim,97.15,20.0,136,Não,Não,33259.0,407,538,Não,Sim,Sim,5.0
REST01016,Centro,Média,Sim,Sim,Italiana,Muito Caro,80,21,7.0,46,Não,Sim,65.17,3.0,128,Sim,Não,49894.0,346,239,Sim,Não,Não,4.53
REST02363,Shopping,Média,Não,Sim,Árabe,Econômico,21,27,5.0,46,Sim,Sim,55.58,12.0,102,Sim,Sim,17276.0,188,1088,Não,Não,Sim,4.5
REST01782,Periferia,Alta,Não,Sim,Japonesa,Caro,171,3,7.0,25,Sim,Sim,54.64,13.0,70,Sim,Sim,49885.0,731,974,Não,Não,Sim,4.97
REST01786,Bairro Nobre,Média,Não,Não,Italiana,Muito Caro,150,0,2.0,22,Sim,Sim,93.6,9.0,134,Não,Sim,39842.0,291,1119,Não,Sim,Sim,5.0
REST02071,Shopping,Média,Não,Não,Japonesa,Muito Caro,408,9,16.0,53,Sim,Sim,83.26,9.0,144,Não,Sim,42970.0,941,565,Não,Sim,Sim,5.0
REST00357,Periferia,Média,Sim,Não,Árabe,Moderado,52,8,19.0,24,Sim,Sim,94.4,24.0,131,Sim,Não,8545.0,219,191,Não,Sim,Sim,5.0
REST02398,Centro,Média,Não,Sim,Americana,  Moderado,78,10,12.0,63,Sim,Sim,91.64,13.0,124,Sim,Sim,21708.0,97,231,Não,Sim,Sim,5.0
REST01313,Bairro Nobre,Média,Sim,Sim,Brasileira,Moderado,178,18,11.0,72,Sim,Não,57.31,19.0,83,Sim,Não,4043.0,615,1450,Não,Não,Não,3.91
REST01636,Bairro Nobre,Baixa,Sim,Não,Japonesa,Moderado,172,9,14.0,52,Não,Sim,69.6,8.0,121,Sim,Sim,28924.0,444,1065,Não,Sim,Sim,4.59
REST00551,Subúrbio,Média,Sim,Não,Vegetariana,Econômico,83,26,10.0,80,Sim,Sim,67.99,21.0,144,Não,Sim,4590.0,627,1750,Não,Sim,Sim,4.72
REST01228,Centro,Alta,Sim,Não,Brasileira,Caro,76,30,11.0,88,Não,Sim,65.82,17.0,131,Sim,Sim,24321.0,99,532,Não,Não,Sim,5.0
REST02249,Centro,Média,Não,Sim,Árabe,Moderado,108,13,12.0,84,Não,Sim,69.14,24.0,73,Não,Sim,22905.0,370,1836,Não,Sim,Sim,5.0
REST00958,Shopping,Média,Não,Não,Brasileira,Econômico,154,9,6.0,83,Não,Sim,95.11,13.0,69,Não,Não,43090.0,191,1507,Não,Não,Sim,4.91
REST01774,Shopping,Alta,Não,Não,Vegetariana,Muito Caro,105,30,20.0,41,Sim,Sim,57.84,17.0,29,Não,Não,36659.0,121,1525,Não,Não,Não,5.0
REST01009,Periferia,Média,Sim,Não,Americana,Caro,253,7,8.0,67,Sim,Sim,70.85,27.0,48,Não,Sim,17737.0,519,1595,Não,Sim,Não,4.29
REST01093,Bairro Nobre,Média,Não,Não,Italiana,Moderado,60,24,9.0,51,Sim,Não,56.03,8.0,131,Não,Sim,1415.0,630,836,Não,Sim,Não,4.52
REST02243,Periferia,Alta,Não,Sim,Italiana,Moderado,126,10,4.0,71,Sim,Sim,63.86,9.0,125,Não,Não,24353.0,329,590,Não,Não,Não,3.46
REST00997,Centro,Média,Sim,Não,Americana,Moderado,42,24,14.0,28,Sim,Sim,87.71,22.0,99,Não,Sim,107.0,684,1933,Não,Sim,Sim,5.0
REST01680,Subúrbio,Alta,Não,Não,Japonesa,Moderado,103,7,9.0,45,Sim,Sim,50.69,16.0,70,Sim,Sim,49156.0,826,1162,Não,Não,Sim,4.37
REST00154,Centro,Média,Não,Sim,Japonesa,Econômico,47,3,11.0,65,Sim,Sim,87.54,29.0,33,Não,Sim,44864.0,718,96,Não,Não,Sim,5.0
REST00581,Periferia,Média,Sim,Não,Italiana,Caro,93,21,11.0,39,Sim,Sim,50.48,5.0,73,Sim,Sim,38154.0,181,1329,Não,Não,Sim,4.67
REST01471,Bairro Nobre,Média,Não,Não,Italiana,Moderado,102,30,6.0,44,Sim,Sim,70.57,29.0,27,Não,Não,7624.0,693,381,Não,Não,Sim,5.0
REST00704,Periferia,Alta,Sim,Sim,Vegetariana,Muito Caro,36,16,17.0,72,Sim,Sim,67.45,18.0,48,Sim,Sim,25893.0,316,5,Não,Não,Sim,5.0
REST01213,Subúrbio,Média,Não,Não,Italiana,Moderado,146,0,11.0,26,Sim,Sim,55.95,28.0,102,Sim,Não,49414.0,491,1784,Não,Sim,Sim,4.81
REST00897,Centro,Baixa,Sim,Não,Árabe,Moderado,74,29,10.0,70,Sim,Sim,57.78,23.0,57,Sim,Sim,22479.0,889,964,Não,Não,Sim,4.72
REST00488,Subúrbio,Média,Sim,Sim,Brasileira,Moderado,154,13,5.0,21,Sim,Não,,18.0,111,Não,Sim,49063.0,99,1386,Não,Sim,Sim,5.0
REST00560,periferia,Média,Sim,Não,Brasileira,Caro,150,30,12.0,63,Sim,Sim,64.88,12.0,120,Sim,Não,47773.0,829,781,Não,Sim,Não,4.47
REST01142,Shopping,Média,Sim,Não,Árabe,Econômico,137,14,15.0,77,Sim,Sim,64.95,18.0,37,Sim,Sim,7424.0,943,156,Não,Não,Sim,4.47
REST01120,Bairro Nobre,Alta,Sim,Não,Árabe,Econômico,44,9,19.0,77,Não,Sim,72.13,17.0,87,Sim,Não,19420.0,966,1632,Não,Não,Não,5.0
REST00513,Centro,Alta,Não,Não,Brasileira,Caro,187,11,12.0,59,Sim,Sim,71.13,7.0,125,Sim,Não,33669.0,502,502,Não,Sim,Sim,4.27
REST00634,Subúrbio,Alta,Sim,Não,Brasileira,Caro,29,5,9.0,27,Sim,Sim,64.01,16.0,113,Não,Não,44617.0,42,1901,Sim,Sim,Sim,5.0
REST02169,Subúrbio,Média,Não,Não,Árabe,Econômico,22,2,18.0,85,Não,Sim,75.97,22.0,34,Sim,Sim,19941.0,609,1364,Não,Não,Sim,4.59
REST01665,Periferia,Alta,Sim,Sim,Vegetariana,Moderado,121,17,19.0,41,Não,Sim,67.45,18.0,89,Sim,Sim,26479.0,215,11,Não,Sim,Sim,5.0
REST01013,Shopping,Média,Sim,Sim,Japonesa,Moderado,106,2,13.0,27,Sim,Sim,85.66,4.0,95,Sim,Sim,25460.0,375,1382,Não,Não,Não,5.0
REST01932,Shopping,Média,Sim,Sim,Japonesa,Econômico,107,30,5.0,33,Sim,Sim,81.38,4.0,19,Sim,Não,26448.0,844,661,Não,Sim,Sim,5.0
REST01151,centro,Média,Não,Não,Brasileira,Econômico,32,18,13.0,43,Sim,Não,84.95,26.0,13,Não,Sim,31488.0,178,1390,Não,Não,Sim,5.0
REST02360,Bairro Nobre,Média,Sim,Sim,Árabe,Caro,174,30,17.0,40,Sim,Sim,61.73,1.0,12,Sim,Sim,22837.0,785,348,Sim,Sim,Não,4.68
REST00117,Bairro Nobre,Média,Não,Não,Americana,Muito Caro,76,3,16.0,37,Sim,Não,59.50700061375485,27.0,50,Não,Sim,33526.0,223,426,Não,Sim,Sim,5.0
REST00741,Bairro Nobre,Alta,Não,Não,Vegetariana,Econômico,188,0,6.0,58,Sim,Sim,65.44,2.0,35,Não,Sim,42946.0,261,1250,Não,Não,Sim,4.21
REST02323,Shopping,Alta,Não,Sim,Brasileira,Moderado,98,4,3.0,82,Sim,Sim,63.73,11.0,116,Sim,Sim,29621.0,46,464,Não,Não,Sim,4.39
REST01975,Bairro Nobre,Média,Não,Sim,Vegetariana,Moderado,181,6,6.0,26,Sim,Sim,74.03,25.0,37,Sim,Sim,12736.0,469,1399,Sim,Não,Não,5.0
REST01082,Subúrbio,Alta,Sim,Não,Americana,Moderado,34,11,8.0,72,Sim,Sim,89.31,17.0,66,Não,Não,42760.0,381,943,Não,Não,Não,5.0
REST01811,Bairro Nobre,Alta,Sim,Sim,Americana,Econômico,196,30,11.0,38,Sim,Sim,56.03,20.0,134,Não,Sim,34422.0,271,919,Não,Não,Sim,5.0
REST00831,Periferia,Alta,Sim,Sim,Americana,Moderado,20,26,17.0,52,Sim,Sim,81.57,22.0,84,Não,Sim,26174.0,761,958,Não,Não,Sim,5.0
REST00120,Bairro Nobre,Baixa,Sim,Sim,Italiana,Moderado,131,22,18.0,19,Não,Sim,71.82,19.0,138,Sim,Sim,16496.0,801,292,Não,Não,Sim,5.0
REST00657,Centro,Média,Sim,Não,Brasileira,Moderado,88,19,6.0,57,Sim,Sim,70.92,27.0,61,Sim,Não,21586.0,261,1781,Sim,Não,Não,4.78
REST02297,Bairro Nobre,Média,Sim,Sim,Árabe,Caro,115,16,,77,Sim,Sim,69.93,,128,Sim,Não,,70,101,Não,Não,Não,5.0
REST02258,Centro,Média,Sim,Não,Brasileira,Caro,55,22,14.0,62,Sim,Sim,70.5,29.0,54,Não,Sim,12708.0,65,1675,Não,Sim,Sim,5.0
REST02465,Subúrbio,Média,Sim,Não,Japonesa,Moderado,63,14,20.0,48,Sim,Sim,68.55,16.0,137,Sim,Sim,15529.0,364,1179,Não,Não,Sim,5.0
REST00636,Centro,Alta,Sim,Não,Italiana,Muito Caro,34,3,9.0,29,Sim,Sim,82.91,28.0,143,Não,Não,11344.0,624,504,Não,Sim,Não,5.0
REST00370,Shopping,Média,Não,Sim,Americana,Moderado,88,15,17.0,83,Não,Sim,71.3,16.0,42,Não,Sim,21086.0,611,462,Não,Não,Sim,4.87
REST00269,Shopping,Baixa,Não,Sim,Italiana,Econômico,143,30,17.0,82,Sim,Sim,65.47,29.0,21,Sim,Sim,45213.0,637,141,Não,Sim,Sim,5.0
REST00047,Bairro Nobre,Média,Não,Não,Americana,Econômico,171,5,5.0,30,Sim,Sim,83.85,18.0,70,Sim,Sim,28557.0,241,518,Não,Não,Sim,5.0
REST00992,Subúrbio,Baixa,Sim,Sim,Brasileira,Moderado,99,22,18.0,61,Não,Sim,64.43,12.0,148,Não,Sim,6156.0,999,1496,Sim,Sim,Sim,4.27
REST00877,Centro,Média,Sim,Sim,Brasileira,Moderado,164,0,3.0,86,Sim,Sim,56.69,16.0,129,Sim,Não,22794.0,904,1514,Não,Sim,Sim,3.64
REST00774,Bairro Nobre,Média,Não,Não,Árabe,Moderado,172,26,7.0,32,Sim,Sim,,30.0,47,Sim,Não,39608.0,935,688,Não,Sim,Sim,5.0
REST01220,Centro,Alta,Sim,Sim,Vegetariana,Moderado,96,18,11.0,79,Não,Sim,65.62,3.0,68,Não,Sim,18962.0,436,583,Não,Não,Não,5.0
REST01127,Periferia,Alta,Não,Não,Americana,Econômico,164,4,14.0,25,Sim,Sim,84.05,25.0,67,Sim,Não,13742.0,647,495,Não,Não,Sim,5.0
REST00005,Shopping,Baixa,Sim,Sim,Brasileira,Moderado,35,10,2.0,52,Sim,Não,59.1,26.0,61,Não,Não,11383.0,327,190,Não,Sim,Sim,4.34
REST01596,Shopping,Média,Sim,Não,Brasileira,Muito Caro,140,29,2.0,81,Sim,Sim,55.85,25.0,102,Sim,Sim,25526.0,388,73,Não,Não,Não,4.79
REST01078,Shopping,Média,Não,Não,Italiana,Moderado,181,24,19.0,53,Sim,Sim,,3.0,138,Não,Sim,6024.0,437,1130,Não,Não,Sim,5.0
REST00838,Bairro Nobre,Baixa,Não,Sim,Árabe,Moderado,196,2,9.0,77,Sim,Sim,61.96,11.0,26,Não,Sim,23580.0,641,167,Sim,Não,Sim,3.72
REST00682,Shopping,Alta,Sim,Sim,Americana,Caro,183,8,6.0,80,Não,Sim,79.2,8.0,128,Sim,Não,3938.0,764,452,Não,Não,Não,4.71
REST01716,Bairro Nobre,Média,Não,Não,Brasileira,Econômico,163,26,19.0,77,Sim,Sim,88.53,19.0,133,Não,Não,34092.0,482,321,Não,Não,Sim,5.0
REST01149,Bairro Nobre,Alta,Sim,Sim,Italiana,Econômico,135,27,9.0,50,Sim,Não,56.46,7.0,32,Não,Sim,23778.0,367,766,Não,Não,Sim,4.62
REST00575,Shopping,Alta,Sim,Não,Italiana,Econômico,43,4,8.0,64,Sim,Não,54.73,24.0,76,Não,Sim,15218.0,287,1932,Não,Não,Sim,4.9
REST00051,Periferia,Baixa,Não,Não,Italiana,Moderado,80,15,6.0,20,Sim,Sim,61.49,5.0,60,Sim,Sim,23082.0,786,185,Não,Não,Sim,3.84
REST00854,Bairro Nobre,Média,Não,Não,Americana,Moderado,73,15,16.0,15,Não,Sim,62.32,11.0,116,Sim,Sim,11300.0,918,749,Não,Não,Sim,5.0
REST01983,Bairro Nobre,Média,Sim,Não,Brasileira,Econômico,155,5,11.0,24,Sim,Sim,88.7,18.0,43,Não,Não,19580.0,725,426,Sim,Não,Não,5.0
REST01824,Shopping,Baixa,Sim,Não,Japonesa,Caro,42,14,7.0,20,Sim,Sim,68.4,24.0,97,Não,Não,46009.0,112,157,Não,Não,Sim,5.0
REST00834,Centro,Alta,Sim,Não,Italiana,Moderado,93,11,,48,Sim,Sim,,17.0,82,Sim,Não,23683.0,91,600,Não,Não,Não,5.0
REST01116,periferia,Alta,Não,Não,Vegetariana,Moderado,168,5,9.0,20,Não,Sim,90.69,10.0,129,Sim,Não,28453.0,515,417,Não,Sim,Sim,5.0
REST01167,Shopping,Média,Sim,Sim,Italiana,Moderado,56,16,20.0,26,Sim,Sim,91.83,12.0,107,Não,Sim,14111.0,629,432,Não,Não,Sim,5.0
REST01907,Bairro Nobre,Baixa,Não,Sim,Árabe,Caro,107,11,6.0,23,Não,Sim,64.94,20.0,110,Sim,Sim,43402.0,934,1556,Não,Não,Não,5.0
REST00972,Shopping,Alta,Sim,Não,Italiana,Moderado,54,30,2.0,85,Não,Sim,71.04,6.0,92,Não,Não,18523.0,216,1415,Não,Não,Sim,5.0
REST00400,Bairro Nobre,Alta,Sim,Não,Árabe,Econômico,261,7,6.0,74,Sim,Sim,55.96,17.0,54,Não,Sim,44073.0,18,1349,Não,Não,Não,5.0
REST00020,Periferia,Média,Sim,Não,Americana,Moderado,115,7,6.0,18,Não,Sim,80.85,24.0,37,Sim,Não,14471.0,801,281,Não,Não,Sim,5.0
REST00685,Subúrbio,Alta,Não,Não,Árabe,Econômico,68,3,2.0,42,Sim,Não,90.43,9.0,59,Sim,Sim,16334.0,427,1182,Não,Não,Sim,5.0
REST00036,Shopping,Baixa,Sim,Não,Brasileira,Moderado,107,2,13.0,52,Sim,Não,86.13,4.0,150,Não,Não,13028.0,445,445,Não,Não,Sim,4.34
REST02382,Centro,Média,Sim,Não,Japonesa,  Moderado,102,26,17.0,20,Sim,Sim,58.23,8.0,69,Sim,Sim,11048.0,618,65,Não,Não,Sim,5.0
REST00525,Shopping,Média,Não,Sim,Árabe,Moderado,103,30,17.0,45,Sim,Sim,62.47,25.0,114,Sim,Não,1594.0,518,1621,Sim,Sim,Não,4.86
REST00921,Subúrbio,Alta,Sim,Não,Americana,Caro,142,4,20.0,22,Sim,Sim,67.61,17.0,141,Sim,Sim,25839.0,741,486,Não,Sim,Não,5.0
REST01842,Centro,Média,Sim,Não,Italiana,Caro,118,16,18.0,86,Sim,Sim,85.42,13.0,72,Sim,Sim,40584.0,478,980,Não,Não,Não,5.0
REST01891,Subúrbio,Média,Sim,Não,Brasileira,Moderado,179,25,4.0,48,Não,Sim,62.77,17.0,76,Não,Não,2260.0,696,872,Sim,Não,Sim,4.26
REST00538,Subúrbio,Média,Sim,Não,Vegetariana,Caro,116,28,4.0,27,Sim,Sim,84.72,15.0,78,Não,Sim,43302.0,822,941,Sim,Sim,Não,5.0
REST01706,Subúrbio,Média,Sim,Não,Americana,Caro,161,9,20.0,27,Não,Sim,59.97,23.0,135,Não,Sim,10905.0,926,1152,Não,Não,Não,4.89
REST02464,Periferia,Alta,Sim,Não,Americana,Econômico,57,6,6.0,66,Não,Sim,97.53,6.0,120,Não,Não,25975.0,779,575,Não,Sim,Não,5.0
REST00246,Subúrbio,Média,Sim,Não,Árabe,Moderado,24,21,19.0,89,Sim,Sim,78.13,25.0,109,Sim,Sim,32315.0,674,1407,Sim,Sim,Sim,5.0
REST00785,Shopping,Alta,Sim,Não,Brasileira,Moderado,158,28,17.0,75,Sim,Sim,81.55,8.0,90,Sim,Sim,46379.0,830,795,Não,Sim,Sim,5.0
REST01410,Centro,Média,Não,Não,Árabe,Caro,199,3,5.0,61,Sim,Sim,68.11,28.0,87,Não,Sim,20399.0,868,1000,Sim,Sim,Sim,4.89
REST00155,Subúrbio,Média,Sim,Não,Japonesa,Econômico,23,0,19.0,18,Sim,Não,72.36,4.0,14,Sim,Sim,44265.0,871,1614,Não,Sim,Sim,4.91
REST01687,Subúrbio,Média,Sim,Não,Americana,Econômico,170,4,5.0,77,Sim,Não,83.75,11.0,65,Não,Sim,49278.0,752,1041,Não,Não,Não,4.59
REST00626,Bairro Nobre,Média,Sim,Sim,Japonesa,Caro,75,11,13.0,66,Não,Sim,98.36,9.0,101,Sim,Sim,45999.0,192,630,Não,Não,Sim,5.0
REST02416,Shopping,Alta,Sim,Sim,Americana,Econômico,198,5,13.0,24,Não,Sim,94.92,26.0,19,Sim,Sim,10552.0,762,1919,Não,Sim,Não,5.0
REST01347,Bairro Nobre,Média,Não,Não,Árabe,Econômico,194,13,,33,Não,Sim,69.36,16.0,53,Não,Sim,33673.0,438,1765,Não,Não,Sim,4.96
REST00570,Subúrbio,Baixa,Não,Não,Italiana,Econômico,143,1,4.0,78,Não,Sim,88.01,8.0,108,Sim,Não,16850.0,618,377,Sim,Não,Sim,4.36
REST01759,Shopping,Alta,Sim,Sim,Árabe,Muito Caro,141,25,3.0,17,Não,Sim,58.46,6.0,70,Sim,Sim,45100.0,232,344,Sim,Não,Sim,5.0
REST01817,Periferia,Média,Sim,Não,Italiana,Muito Caro,162,9,18.0,76,Sim,Sim,51.3,27.0,70,Não,Sim,26828.0,607,1861,Não,Não,Sim,5.0
REST02066,Periferia,Média,Sim,Sim,Brasileira,Caro,177,28,16.0,43,Sim,Sim,78.25,19.0,28,Sim,Não,49165.0,326,1489,Não,Sim,Sim,4.7
REST00128,Periferia,Média,Não,Não,Vegetariana,Moderado,53,4,9.0,49,Sim,Sim,85.45,22.0,41,Não,Não,43159.0,856,716,Sim,Não,Sim,4.53
REST02500,Shopping,Baixa,Não,Não,Vegetariana,Econômico,114,23,12.0,35,Sim,Sim,88.94,9.0,109,Não,Sim,22864.0,174,781,Não,Não,Não,5.0
REST02007,Centro,Média,Não,Não,Americana,Moderado,56,6,18.0,70,Não,Sim,66.55,22.0,101,Sim,Não,22954.0,578,1372,Não,Sim,Não,4.5
REST00981,Subúrbio,Alta,Sim,Não,Vegetariana,Moderado,84,14,18.0,36,Não,Não,80.25,26.0,65,Sim,Sim,20012.0,246,1376,Sim,Não,Sim,5.0
REST00191,Bairro Nobre,Baixa,Sim,Sim,Vegetariana,Muito Caro,98,15,16.0,53,Não,Sim,92.56,28.0,27,Não,Sim,49854.0,558,862,Não,Não,Sim,5.0
REST01140,Periferia,Média,Sim,Não,Brasileira,Moderado,135,27,19.0,21,Sim,Sim,72.57,10.0,114,Sim,Sim,22558.0,218,1743,Não,Não,Não,5.0
REST00993,Periferia,Alta,Sim,Sim,Vegetariana,Moderado,82,28,14.0,67,Sim,Não,60.67,12.0,67,Não,Não,37404.0,571,462,Não,Sim,Sim,4.63
REST00700,Bairro Nobre,Alta,Sim,Não,Italiana,Caro,64,11,15.0,22,Não,Não,64.64,15.0,125,Sim,Sim,28363.0,476,1127,Sim,Não,Sim,5.0
REST00607,Periferia,Média,Sim,Não,Japonesa,Muito Caro,109,21,16.0,43,Sim,Sim,58.45,23.0,87,Sim,Sim,27955.0,43,1207,Não,Não,Sim,5.0
REST00181,Centro,Média,Sim,Não,Japonesa,Econômico,68,26,17.0,59,Sim,Sim,52.95,23.0,68,Não,Sim,12697.0,899,306,Sim,Sim,Não,5.0
REST00302,Shopping,Média,Não,Não,Vegetariana,Muito Caro,127,12,20.0,57,Sim,Não,79.68,16.0,141,Sim,Sim,32599.0,207,1689,Não,Não,Não,5.0
REST01061,Centro,Média,Sim,Sim,Americana,Moderado,92,22,12.0,16,Sim,Sim,77.72,6.0,98,Não,Sim,41555.0,462,439,Não,Não,Sim,5.0
REST02374,Subúrbio,Baixa,Sim,Sim,Vegetariana,Econômico,46,21,11.0,74,Sim,Sim,67.4,23.0,67,Não,Sim,2523.0,682,1337,Não,Não,Sim,4.41
REST02417,Bairro Nobre,Média,Sim,Não,Italiana,Moderado,99,5,17.0,55,Sim,Sim,60.89,22.0,109,Sim,Sim,13465.0,366,334,Não,Não,Sim,5.0
REST01070,Centro,Média,Não,Sim,Americana,Moderado,126,0,3.0,76,Não,Sim,95.21,13.0,54,Sim,Sim,6503.0,59,432,Não,Não,Não,5.0
REST02206,Shopping,Alta,Sim,Não,Italiana,Moderado,158,27,10.0,70,Não,Sim,60.74,10.0,16,Sim,Não,8157.0,607,1513,Sim,Não,Não,4.28
REST01244,Bairro Nobre,Média,Sim,Não,Brasileira,Moderado,171,14,14.0,82,Sim,Sim,99.32,9.0,93,Sim,Sim,5665.0,727,1160,Não,Sim,Sim,5.0
REST00017,Periferia,Média,Sim,Não,Árabe,Caro,199,16,19.0,49,Não,Sim,89.7,16.0,141,Sim,Não,22313.0,895,1843,Não,Não,Sim,4.91
REST02503,Periferia,Média,Não,Sim,Árabe,Muito Caro,166,29,19.0,71,Não,Sim,77.53,21.0,145,Não,Não,47798.0,801,1406,Não,Não,Sim,5.0
REST00547,Shopping,Baixa,Sim,Não,Italiana,Caro,198,14,8.0,69,Sim,Sim,61.03,12.0,138,Não,Não,31115.0,247,661,Não,Sim,Não,4.18
REST00659,Centro,Alta,Sim,Não,Italiana,Moderado,138,20,19.0,23,Não,Sim,65.93,12.0,96,Não,Não,44245.0,211,1351,Sim,Sim,Sim,5.0
REST02270,Periferia,Baixa,Sim,Não,Americana,Caro,52,15,16.0,67,Sim,Sim,62.42,4.0,141,Sim,Sim,34262.0,206,1020,Não,Não,Não,3.72
REST02300,Bairro Nobre,Baixa,Sim,Sim,Brasileira,Econômico,57,15,9.0,45,Sim,Sim,50.81,9.0,81,Sim,Sim,45653.0,801,1952,Não,Não,Sim,4.66
REST01505,Centro,Média,Não,Não,Vegetariana,Caro,100,14,9.0,83,Sim,Sim,50.98,16.0,108,Sim,Sim,40552.0,15,1846,Não,Não,Não,4.37
REST00960,Centro,Média,Sim,Sim,Brasileira,Econômico,196,2,8.0,44,Sim,Sim,96.21,4.0,22,Não,Sim,44438.0,403,1456,Não,Sim,Sim,5.0
REST00798,Bairro Nobre,Alta,Sim,Não,Japonesa,Econômico,140,19,17.0,40,Sim,Sim,91.9,12.0,22,Não,Sim,47175.0,951,106,Sim,Sim,Sim,5.0
REST00226,Centro,Média,Sim,Sim,Americana,Moderado,147,9,17.0,82,Sim,Sim,73.79,14.0,103,Não,Não,41900.0,717,638,Sim,Não,Não,5.0
REST02075,Periferia,Baixa,Não,Não,Italiana,Econômico,147,24,16.0,60,Sim,Sim,64.16,22.0,45,Sim,Não,40477.0,272,509,Sim,Sim,Sim,4.17
