employee_id,age,education_level,years_at_company,previous_experience_years,department,position_level,team_size,direct_reports,commute_time_min,work_mode,workspace_quality,noise_level,has_modern_equipment,software_training_hours,tools_satisfaction,sleep_hours_avg,exercise_days_week,stress_level,sick_days_last_year,salary_satisfaction,manager_quality,career_growth_score,work_life_balance,has_flexible_hours,has_health_insurance,has_meal_voucher,professional_development_budget,productive_hours_week
EMP00596,40,Superior Incompleto,0,20,Operações,Coordenador,5,6,72.0,Presencial,Excelente,Moderado,Sim,55.0,10,6.1,2.0,Alto,8,6,6,4,5,Não,Não,Sim,2562,25.4
EMP01297,61,Superior,18,28,Financeiro,Júnior,27,2,12.0,Presencial,Adequado,Baixo,Não,69.0,10,8.0,2.0,Moderado,13,10,7,5,6,Sim,Sim,Não,217,39.4
EMP01822,65,Ensino Médio,20,7,Operações,Coordenador,19,1,81.0,Presencial,Bom,Baixo,Sim,,2,,1.0,Baixo,20,7,6,9,9,Não,Sim,Sim,4113,34.3
EMP00873,58,Superior,2,3,TI,Pleno,9,4,96.0,Presencial,Ruim,Moderado,Sim,89.0,2,7.5,7.0,Alto,7,2,9,7,9,Não,Sim,Sim,6827,31.4
EMP01549,57,SUPERIOR INCOMPLETO,20,15,TI,Pleno,23,11,96.0,Híbrido,Bom,Moderado,Sim,65.0,7,7.4,4.0,Alto,16,1,2,5,8,Sim,Sim,Não,2896,35.8
EMP00037,58,Superior,18,14,TI,Pleno,7,5,97.0,Híbrido,Ruim,Moderado,Não,69.0,1,5.6,7.0,Alto,20,1,2,3,2,Sim,Não,Não,4202,19.9
EMP02120,48,Pós-graduação,5,2,Vendas,Sênior,9,11,52.0,Híbrido,Bom,Baixo,Não,72.0,1,4.1,7.0,Moderado,13,1,5,9,10,Sim,Não,Sim,1876,33.7
EMP02142,58,Superior Incompleto,6,10,RH,Pleno,25,6,39.0,Remoto,Excelente,Moderado,Sim,22.0,3,7.1,6.0,Moderado,6,7,1,3,3,Sim,Sim,Não,3856,37.8
EMP00978,25,Superior Incompleto,1,5,TI,Pleno,9,1,74.0,Remoto,Bom,Moderado,Sim,28.0,2,4.1,7.0,Moderado,14,1,3,9,7,Sim,Sim,Sim,1894,37.7
EMP01572,23,SUPERIOR,12,1,Vendas,Júnior,4,4,23.0,Presencial,Bom,Moderado,Sim,100.0,2,9.9,2.0,Muito Alto,7,9,3,4,5,Sim,Não,Não,936,25.5
EMP01123,43,Superior,2,14,Financeiro,Coordenador,10,0,113.0,Remoto,Excelente,Moderado,Sim,16.0,4,6.6,5.0,Moderado,14,9,1,4,10,Sim,Sim,Sim,1945,37.9
EMP01893,29,Pós-graduação,19,26,RH,Sênior,21,9,95.0,Híbrido,Adequado,Alto,Sim,95.0,9,8.9,2.0,Moderado,14,10,8,10,10,Não,Não,Sim,5612,38.4
EMP00676,51,Superior,14,3,RH,Júnior,3,4,12.0,Presencial,Bom,Baixo,Não,16.0,2,9.5,3.0,Muito Alto,6,8,9,7,6,Não,Sim,Não,252,30.8
EMP00729,65,Superior,17,25,Marketing,Júnior,18,3,96.0,Híbrido,Adequado,Moderado,Não,89.0,2,7.4,4.0,Alto,19,9,7,10,10,Sim,Sim,Não,1341,31.4
EMP00413,44,Superior,2,8,TI,Júnior,9,3,109.0,Remoto,Excelente,Baixo,Sim,3.0,4,9.3,0.0,Moderado,6,6,6,7,8,Sim,Sim,Não,8269,40.0
EMP01517,26,Superior Incompleto,1,30,RH,Sênior,11,12,116.0,Híbrido,Adequado,Baixo,Sim,62.0,4,5.4,2.0,Moderado,10,5,3,6,7,Sim,Sim,Sim,2538,32.5
EMP01650,65,Superior Incompleto,14,28,Financeiro,Coordenador,13,5,42.0,Presencial,Ruim,Alto,Não,79.0,2,4.6,3.0,Alto,12,7,1,4,8,Não,Sim,Não,4867,20.1
EMP00826,35,Superior Incompleto,7,10,RH,Sênior,5,2,70.0,Híbrido,Ruim,Moderado,Sim,44.0,7,5.3,6.0,Moderado,0,5,6,9,2,Não,Não,Não,9485,33.2
EMP00617,54,Superior Incompleto,9,19,Marketing,Pleno,30,1,97.0,Presencial,Adequado,Alto,Sim,23.0,3,9.7,1.0,Moderado,3,8,8,6,7,Sim,Sim,Sim,8840,32.6
EMP00115,58,Ensino Médio,9,4,Vendas,Sênior,15,14,61.0,Remoto,Adequado,Baixo,Não,16.0,9,7.7,5.0,Moderado,7,8,2,9,6,Não,Sim,Sim,7818,36.1
EMP00418,55,Ensino Médio,13,4,Financeiro,Pleno,15,11,60.0,Híbrido,Bom,Alto,Não,53.0,6,9.1,5.0,Alto,18,10,6,6,2,Sim,Sim,Sim,7997,34.1
EMP01626,44,Superior,3,28,TI,Júnior,8,11,106.0,Presencial,Bom,Moderado,Sim,42.0,2,8.0,3.0,Moderado,20,7,4,4,7,Não,Sim,Não,450,31.7
EMP02471,57,Superior,11,18,Marketing,Júnior,21,5,112.0,Híbrido,Adequado,Moderado,Sim,56.0,5,7.3,2.0,Moderado,18,9,7,10,7,Sim,Sim,Não,6239,35.6
EMP00090,30,Superior,17,4,Operações,Sênior,19,12,80.0,Remoto,Excelente,Alto,Não,61.0,8,6.1,7.0,Moderado,0,10,7,1,6,Não,Sim,Sim,6059,38.6
EMP02083,47,Superior Incompleto,1,20,Vendas,Júnior,15,9,92.0,Híbrido,Excelente,Baixo,Sim,35.0,5,6.2,7.0,Alto,8,3,10,7,4,Sim,Sim,Sim,5784,37.7
EMP00754,36,Ensino Médio,9,9,RH,Júnior,23,2,101.0,Remoto,Excelente,Alto,Não,69.0,2,5.5,1.0,Moderado,12,2,1,4,3,Sim,Sim,Não,8878,25.9
EMP01631,25,Superior,15,16,Marketing,Pleno,6,14,45.0,Remoto,Excelente,Baixo,Sim,41.0,5,4.1,5.0,Moderado,20,3,1,1,1,Sim,Sim,Não,6585,36.6
EMP00012,45,Pós-graduação,13,11,Marketing,Júnior,17,3,18.0,Remoto,Adequado,Moderado,Não,61.0,8,8.6,3.0,Baixo,3,10,9,8,2,Sim,Sim,Não,2303,40.0
EMP00285,56,Superior,8,23,Vendas,Pleno,7,9,69.0,Presencial,Excelente,Moderado,Não,38.0,1,5.1,6.0,Alto,1,2,3,10,6,Não,Sim,Sim,6051,26.6
EMP01067,64,Ensino Médio,15,7,Vendas,Júnior,4,13,73.0,Presencial,Bom,Moderado,Não,7.0,8,5.4,3.0,Alto,6,5,8,7,10,Não,Sim,Sim,5613,34.9
EMP01192,37,Ensino Médio,20,12,TI,Pleno,17,8,41.0,Remoto,Bom,Moderado,Sim,64.0,4,5.5,5.0,Moderado,15,3,4,1,6,Sim,Sim,Sim,951,36.3
EMP01441,39,Superior,16,0,TI,Gerente,24,3,63.0,Híbrido,Bom,Alto,Sim,92.0,2,8.9,4.0,Alto,20,1,5,8,3,Sim,Sim,Sim,6792,30.3
EMP02357,30,Superior,10,30,Marketing,Júnior,5,13,80.0,Remoto,Bom,Baixo,Sim,75.0,6,7.2,5.0,Moderado,9,2,9,8,5,Sim,Não,Sim,969,40.0
EMP02356,36,Superior,2,15,Financeiro,Pleno,8,5,18.0,Presencial,Excelente,Alto,Não,80.0,3,4.2,5.0,Moderado,15,5,10,3,4,Não,Sim,Sim,9578,32.4
EMP02276,43,Pós-graduação,15,20,Marketing,Pleno,11,0,109.0,Híbrido,Bom,Moderado,Sim,74.0,3,6.9,5.0,Muito Alto,9,2,4,10,2,Sim,Não,Sim,3586,31.0
EMP01569,50,Ensino Médio,6,14,RH,Pleno,12,9,77.0,Presencial,Bom,Moderado,Sim,61.0,6,4.4,1.0,Moderado,6,8,9,6,6,Não,Sim,Não,7555,35.9
EMP02162,62,Superior,17,29,Financeiro,Coordenador,16,14,34.0,Remoto,Bom,Alto,Sim,0.0,9,5.4,5.0,Alto,14,4,1,5,1,Não,Não,Não,5599,31.7
EMP01688,36,Superior Incompleto,15,24,Financeiro,Pleno,30,0,83.0,Remoto,Bom,Baixo,Sim,82.0,9,8.0,4.0,Moderado,15,3,2,4,5,Não,Sim,Não,3663,37.9
EMP00852,41,Superior Incompleto,15,28,RH,Pleno,6,9,37.0,Presencial,Bom,Baixo,Sim,96.0,5,5.3,4.0,Moderado,2,3,1,9,9,Sim,Sim,Não,9260,35.6
EMP00896,49,Superior Incompleto,20,0,RH,Júnior,3,3,15.0,Híbrido,Bom,Moderado,Não,13.0,10,9.3,4.0,Muito Alto,19,2,7,10,8,Não,Sim,Não,5897,29.9
EMP00497,31,Ensino Médio,6,1,Financeiro,Júnior,9,15,78.0,Híbrido,Bom,Baixo,Não,80.0,10,6.6,4.0,Muito Alto,2,8,7,6,1,Sim,Não,Sim,276,28.7
EMP01783,35,Ensino Médio,6,3,Marketing,Pleno,23,3,22.0,Híbrido,Excelente,Baixo,Não,71.0,10,6.6,7.0,Moderado,13,9,2,7,1,Sim,Sim,Sim,5096,35.1
EMP00336,54,Superior,11,11,Financeiro,Sênior,9,3,19.0,Híbrido,Excelente,Moderado,Sim,76.0,5,6.0,2.0,Alto,5,10,2,8,5,Não,Não,Não,8360,37.0
EMP00516,39,Superior,17,27,Marketing,Júnior,20,12,28.0,Presencial,Adequado,Alto,Não,29.0,8,6.8,5.0,Alto,7,4,3,2,2,Sim,Sim,Não,7054,27.9
EMP01349,58,Superior Incompleto,20,2,RH,Júnior,17,5,18.0,Remoto,Bom,Moderado,Sim,4.0,7,8.4,1.0,Baixo,17,2,4,10,3,Sim,Sim,Sim,5691,38.0
EMP01016,59,Superior,7,6,Financeiro,Pleno,3,5,18.0,Remoto,Bom,Moderado,Não,100.0,7,9.6,6.0,Moderado,5,4,8,1,9,Não,Não,Sim,2204,33.1
EMP02363,30,Ensino Médio,13,19,Vendas,Sênior,3,10,17.0,Presencial,Adequado,Baixo,Não,44.0,3,5.9,3.0,Moderado,9,8,10,5,3,Sim,Sim,Sim,6799,37.0
EMP01782,63,Superior Incompleto,8,11,RH,Coordenador,17,12,,Presencial,Bom,Moderado,Sim,36.0,6,5.9,7.0,Moderado,1,8,1,3,2,Não,Sim,Sim,1626,29.2
EMP01786,33,Superior,17,16,Vendas,Júnior,6,13,64.0,Remoto,Excelente,Alto,Não,35.0,7,9.0,1.0,Baixo,5,10,4,5,4,Sim,Sim,Sim,6281,40.0
EMP02071,50,Superior Incompleto,19,9,Financeiro,Pleno,14,8,84.0,Presencial,Bom,Baixo,Não,30.0,1,8.9,4.0,Moderado,11,6,1,1,4,Não,Não,Não,9576,26.8
EMP00357,64,Superior,12,6,Marketing,Pleno,7,7,87.0,Presencial,Adequado,Baixo,Sim,29.0,10,10.0,5.0,Alto,8,5,8,9,1,Sim,Não,Não,9376,29.6
EMP02398,44,Superior,3,27,RH,Pleno,25,12,97.0,Remoto,Adequado,Moderado,Sim,26.0,7,5.0,5.0,Baixo,18,9,6,1,4,Não,Não,Sim,9324,39.1
EMP01313,47,Superior Incompleto,20,18,RH,Pleno,17,9,63.0,Híbrido,Bom,Baixo,Não,97.0,3,9.1,1.0,Baixo,12,1,1,3,7,Não,Sim,Não,6026,27.3
EMP01636,60,Superior,13,13,Operações,Pleno,10,8,37.0,Presencial,Adequado,Baixo,Não,74.0,7,5.4,0.0,Alto,0,8,7,9,6,Sim,Sim,Sim,1209,34.1
EMP00551,46,Superior Incompleto,5,6,RH,Pleno,3,12,104.0,Remoto,Bom,Moderado,Sim,1.0,10,5.9,6.0,Moderado,19,4,3,8,2,Não,Sim,Sim,5491,36.7
EMP01228,56,Superior Incompleto,0,28,Vendas,Sênior,3,11,,Remoto,Ruim,Alto,Sim,13.0,3,6.8,6.0,Moderado,5,7,1,6,5,Não,Não,Não,9710,24.7
EMP02249,54,Superior Incompleto,16,28,TI,Pleno,10,12,120.0,Remoto,Bom,Alto,Não,5.0,5,5.1,1.0,Baixo,5,10,2,7,2,Não,Sim,Sim,7579,30.8
EMP00958,33,Superior,15,8,Financeiro,Júnior,7,5,63.0,Remoto,Excelente,Moderado,Não,100.0,7,9.1,5.0,Moderado,11,5,1,9,7,Não,Não,Sim,8044,37.8
EMP01774,41,Superior,11,18,Vendas,Coordenador,12,2,29.0,Presencial,Adequado,Baixo,Sim,4.0,4,6.3,4.0,Moderado,15,4,1,2,5,Sim,Sim,Não,8398,33.4
EMP01009,50,Superior,7,30,Marketing,Júnior,20,3,51.0,Remoto,Bom,Moderado,Sim,64.0,9,7.0,4.0,Moderado,18,8,8,4,8,Sim,Sim,Sim,388,40.0
EMP01093,61,Pós-graduação,10,11,Vendas,Sênior,4,4,105.0,Presencial,Ruim,Moderado,Não,36.0,4,5.9,3.0,Alto,16,10,9,1,10,Sim,Não,Não,5670,26.2
EMP02243,27,Superior,0,20,Financeiro,Pleno,6,3,114.0,Híbrido,Excelente,Alto,Sim,6.0,9,4.2,1.0,Alto,20,7,4,3,8,Sim,Não,Não,6908,29.3
EMP00997,23,Ensino Médio,7,3,Financeiro,Pleno,10,9,65.0,Híbrido,Ruim,Baixo,Sim,91.0,1,6.8,0.0,Alto,9,4,6,5,5,Não,Sim,Não,1061,27.2
EMP01680,48,Pós-graduação,19,18,Marketing,Sênior,11,8,24.0,Híbrido,Excelente,Baixo,Sim,94.0,5,7.4,7.0,Alto,20,5,7,5,7,Sim,Não,Sim,3701,39.7
EMP00154,43,Superior,2,3,RH,Pleno,16,14,46.0,Presencial,Adequado,Alto,Sim,37.0,4,9.1,6.0,Alto,11,5,2,7,6,Não,Não,Sim,3834,21.9
EMP00581,26,Ensino Médio,17,4,Vendas,Sênior,21,14,44.0,Híbrido,Adequado,Moderado,Sim,16.0,1,5.4,7.0,Moderado,7,1,8,3,3,Não,Sim,Sim,2977,29.5
EMP01471,24,Superior Incompleto,16,26,Operações,Júnior,5,15,82.0,Remoto,Bom,Moderado,Sim,77.0,6,8.5,7.0,Moderado,20,2,10,10,9,Não,Não,Sim,1880,36.1
EMP00704,58,Superior,0,5,Operações,Júnior,9,0,110.0,Presencial,Bom,Alto,Sim,68.0,4,9.2,1.0,Muito Alto,18,1,5,7,6,Sim,Não,Não,4953,13.4
EMP01213,41,Superior,1,3,TI,Coordenador,7,5,117.0,Presencial,Bom,Moderado,Sim,21.0,10,5.8,0.0,Alto,18,10,4,10,3,Sim,Não,Não,6647,30.8
EMP00897,32,Superior,3,18,Operações,Pleno,3,1,96.0,Híbrido,Excelente,Baixo,Sim,100.0,6,5.3,5.0,Moderado,6,6,9,6,3,Sim,Sim,Não,3814,40.0
EMP00488,52,Pós-graduação,1,11,TI,Júnior,29,12,43.0,Híbrido,Bom,Baixo,Sim,31.0,6,9.7,0.0,Alto,5,10,7,6,3,Sim,Sim,Não,6839,34.3
EMP00560,52,Superior Incompleto,18,9,TI,Sênior,5,4,83.0,Presencial,Bom,Moderado,Não,3.0,8,7.0,3.0,Muito Alto,20,4,1,10,2,Sim,Sim,Não,9390,25.8
EMP01142,53,Superior Incompleto,1,30,Vendas,Júnior,7,7,88.0,Presencial,Bom,Moderado,Sim,74.0,10,4.8,0.0,Muito Alto,5,7,1,4,9,Não,Sim,Não,7204,24.7
EMP01120,54,Superior,1,4,Operações,Coordenador,9,1,76.0,Presencial,Adequado,Moderado,Não,86.0,6,13.8,5.0,Moderado,3,5,8,8,3,Sim,Sim,Não,9391,40.0
EMP00513,56,Superior,9,16,Marketing,Sênior,23,6,17.0,Remoto,Bom,Moderado,Sim,68.0,2,4.9,5.0,Moderado,20,6,9,8,5,Sim,Sim,Sim,9114,40.0
EMP00634,36,Superior Incompleto,12,16,RH,Pleno,15,3,113.0,Presencial,Bom,Baixo,Sim,17.0,6,5.4,5.0,Alto,20,1,9,2,6,Não,Sim,Não,6331,26.2
EMP02169,59,Superior,18,2,Financeiro,Pleno,26,3,68.0,Presencial,Bom,Moderado,Sim,40.0,2,7.9,5.0,Moderado,11,7,3,2,8,Não,Não,Sim,5778,36.4
EMP01665,56,Pós-graduação,5,3,Vendas,Pleno,24,2,54.0,Presencial,Excelente,Moderado,Sim,68.0,10,4.9,5.0,Alto,11,9,7,3,4,Não,Sim,Sim,7155,37.9
EMP01013,48,Superior Incompleto,12,6,TI,Pleno,9,0,19.0,Remoto,Bom,Baixo,Sim,18.0,5,6.7,2.0,Baixo,1,2,2,3,8,Sim,Não,Não,6341,40.0
EMP01932,60,Superior,1,10,TI,Coordenador,26,4,79.0,Presencial,Bom,Moderado,Não,45.0,9,5.1,4.0,Moderado,11,10,6,9,2,Sim,Sim,Sim,233,36.2
EMP01151,22,Superior,6,25,Financeiro,Pleno,14,3,38.0,Presencial,Bom,Baixo,Sim,72.0,7,7.6,7.0,Baixo,20,10,5,3,8,Sim,Sim,Não,559,40.0
EMP02360,30,Superior,2,13,RH,Pleno,15,12,108.0,Presencial,Bom,Baixo,Não,7.0,2,9.4,7.0,Moderado,0,5,3,4,1,Sim,Sim,Não,3160,31.1
EMP00117,65,Superior Incompleto,17,5,Marketing,Júnior,27,5,77.0,Presencial,Adequado,Moderado,Não,51.0,9,9.5,0.0,Baixo,16,4,4,3,10,Não,Não,Sim,2759,28.4
EMP00741,60,Superior,12,14,TI,Pleno,18,1,29.0,Presencial,Bom,Baixo,Sim,92.0,10,5.7,5.0,Baixo,16,2,4,2,9,Sim,Sim,Sim,6926,40.0
EMP02323,29,Ensino Médio,16,22,TI,Pleno,30,11,21.0,Híbrido,Bom,Moderado,Sim,96.0,5,8.1,3.0,Moderado,12,3,2,5,8,Sim,Sim,Não,2615,38.7
EMP01975,47,Superior Incompleto,19,20,TI,Júnior,21,13,46.0,Híbrido,Adequado,Baixo,Sim,50.0,6,5.5,3.0,Moderado,13,4,6,4,9,Sim,Sim,Não,9337,39.6
EMP01082,62,Superior Incompleto,2,4,RH,Gerente,18,10,42.0,Presencial,Excelente,Baixo,Sim,37.0,3,9.0,3.0,Alto,20,2,5,8,5,Sim,Não,Não,3455,33.4
EMP01811,54,Superior,17,0,TI,Júnior,3,15,66.0,Híbrido,Excelente,Moderado,Sim,86.0,3,5.8,7.0,Alto,3,2,3,5,10,Não,Sim,Sim,6087,35.7
EMP00831,28,Superior,18,21,Marketing,Sênior,19,12,103.0,Presencial,Adequado,Moderado,Não,87.0,1,10.0,2.0,Baixo,19,4,8,5,6,Não,Não,Não,7185,26.8
EMP00120,48,Superior,14,24,Marketing,Pleno,18,14,84.0,Híbrido,Bom,Baixo,Sim,92.0,3,5.5,4.0,Muito Alto,8,4,6,6,4,Sim,Sim,Sim,2545,33.9
EMP00657,58,Superior Incompleto,2,11,TI,Sênior,21,8,31.0,Remoto,Adequado,Moderado,Não,92.0,9,8.8,3.0,Moderado,4,3,6,8,6,Não,Sim,Sim,5758,35.5
EMP02297,56,Ensino Médio,12,17,Vendas,Pleno,19,0,76.0,Híbrido,Bom,Baixo,Sim,43.0,8,8.9,7.0,Alto,4,9,1,8,5,Não,Sim,Não,9723,36.4
EMP02258,23,Superior,9,27,Vendas,Júnior,16,13,64.0,Remoto,Ruim,Moderado,Não,64.0,9,7.9,1.0,Moderado,5,1,3,2,6,Sim,Sim,Não,7171,26.7
EMP02465,38,Ensino Médio,11,12,TI,Pleno,12,11,67.0,Remoto,Adequado,Alto,Não,97.0,8,6.2,7.0,Moderado,1,8,3,8,5,Sim,Sim,Não,5095,34.4
EMP00636,22,Superior,14,12,Marketing,Júnior,26,6,,Híbrido,Adequado,Moderado,Sim,50.0,6,4.1,,Alto,9,1,5,2,10,Sim,Sim,Sim,6970,31.9
EMP00370,29,Superior Incompleto,1,17,Vendas,Sênior,23,1,29.0,Remoto,Bom,Moderado,Sim,81.0,3,4.6,5.0,Muito Alto,8,6,8,5,1,Não,Sim,Não,4527,29.8
EMP00269,54,Superior,15,7,Vendas,Júnior,12,14,26.0,Híbrido,Bom,Baixo,Não,27.0,10,6.8,3.0,Muito Alto,20,1,7,10,8,Não,Sim,Sim,400,32.7
EMP00047,47,Superior,12,19,TI,Sênior,12,0,11.0,Híbrido,Bom,Moderado,Não,82.0,9,10.0,5.0,Moderado,13,7,3,6,3,Não,Sim,Sim,5957,33.1
EMP00992,36,Superior Incompleto,1,25,RH,Coordenador,27,0,32.0,Híbrido,Bom,Moderado,Sim,89.0,1,7.3,1.0,Baixo,5,1,8,6,4,Não,Sim,Sim,509,40.0
EMP00877,27,Superior Incompleto,11,3,Vendas,Pleno,18,7,15.0,Remoto,Excelente,Alto,Sim,51.0,10,8.0,5.0,Moderado,10,8,3,5,9,Sim,Sim,Não,9965,40.0
EMP00774,32,Ensino Médio,0,5,Operações,Pleno,8,3,27.0,Presencial,Adequado,Baixo,Não,68.0,8,6.5,1.0,Baixo,1,9,8,4,7,Não,Sim,Sim,3451,32.0
EMP01220,41,Superior Incompleto,6,5,RH,Pleno,17,14,17.0,Híbrido,Excelente,Alto,Sim,53.0,8,7.8,7.0,Moderado,15,8,1,2,2,Não,Sim,Sim,9283,39.4
EMP01127,28,Superior,10,20,Marketing,Pleno,4,6,44.0,  Remoto,Adequado,Moderado,Não,5.0,6,7.4,1.0,Moderado,7,10,3,1,4,Não,Sim,Não,4628,31.5
EMP00005,29,Superior Incompleto,1,2,TI,Coordenador,3,2,32.0,Presencial,Bom,Moderado,Sim,88.0,5,8.9,1.0,Muito Alto,15,7,2,7,2,Não,Sim,Sim,3379,21.9
EMP01596,43,Pós-graduação,6,22,TI,Pleno,8,4,83.0,Híbrido,Excelente,Moderado,Sim,56.0,5,9.7,4.0,Alto,4,3,4,10,4,Sim,Não,Não,653,34.9
EMP01078,30,Superior Incompleto,8,19,TI,Sênior,23,9,27.0,Remoto,Bom,Alto,Sim,93.0,10,8.7,1.0,Baixo,8,7,3,8,10,Não,Sim,Sim,6149,39.5
EMP00838,36,Superior,17,19,Vendas,Júnior,21,12,23.0,Remoto,Bom,Moderado,Sim,42.0,8,4.1,0.0,Baixo,15,10,9,5,5,Não,Não,Não,7080,38.8
EMP00682,32,Superior,14,26,Financeiro,Pleno,12,10,14.0,Remoto,Ruim,Moderado,Sim,76.0,1,7.9,2.0,Baixo,11,5,1,5,10,Não,Sim,Sim,8903,32.2
EMP01716,54,Superior Incompleto,20,30,TI,Pleno,28,6,13.0,Presencial,Excelente,Moderado,Sim,2.0,5,6.1,0.0,Moderado,10,3,1,7,7,Sim,Não,Sim,8985,32.7
EMP01149,40,Superior Incompleto,13,13,Financeiro,Coordenador,21,12,99.0,Presencial,Excelente,Moderado,Sim,37.0,9,6.3,2.0,Moderado,12,8,7,9,9,Sim,Sim,Não,8499,37.0
EMP00575,34,Superior Incompleto,13,26,Financeiro,Sênior,25,13,12.0,Remoto,Excelente,Moderado,Não,28.0,8,7.9,3.0,Moderado,9,7,10,9,5,Não,Sim,Não,9861,37.8
EMP00051,28,Superior,2,4,Marketing,Pleno,23,7,69.0,Híbrido,Ruim,Baixo,Sim,18.0,5,8.0,2.0,Moderado,2,10,7,6,7,Sim,Sim,Não,9003,40.0
EMP00854,25,Ensino Médio,4,9,Vendas,Sênior,9,3,64.0,Híbrido,Excelente,Baixo,Não,56.0,3,6.6,5.0,Alto,10,6,1,3,6,Sim,Não,Sim,7779,27.5
EMP01983,34,Superior,7,24,TI,Coordenador,8,6,17.0,Híbrido,Bom,Moderado,Sim,71.0,3,6.5,3.0,Moderado,0,10,6,10,2,Sim,Sim,Não,123,38.6
EMP01824,45,Superior Incompleto,15,17,RH,Júnior,16,9,82.0,Remoto,Bom,Baixo,Não,30.0,8,5.7,4.0,Alto,13,1,4,3,1,Não,Sim,Sim,9381,22.8
EMP00834,64,Ensino Médio,13,27,Financeiro,Gerente,27,1,95.0,Remoto,Bom,Moderado,Não,84.0,9,8.9,2.0,Alto,14,7,10,10,3,Sim,Não,Sim,1819,29.5
EMP01116,46,Superior Incompleto,15,11,TI,Sênior,27,10,77.0,Presencial,Adequado,Alto,Não,73.0,3,9.9,2.0,Moderado,3,4,10,7,1,Sim,Não,Sim,9461,32.6
EMP01167,55,PÓS-GRADUAÇÃO,10,7,RH,Pleno,27,1,38.0,Remoto,Ruim,Moderado,Sim,31.0,8,6.3,3.0,Alto,2,4,7,7,5,Não,Sim,Não,5617,33.9
EMP01907,27,Superior,4,13,RH,Pleno,18,8,14.0,Remoto,Excelente,Alto,Sim,37.0,3,7.0,6.0,Alto,20,10,1,5,1,Sim,Não,Sim,7534,37.3
EMP00972,42,Superior,20,27,Vendas,Júnior,7,1,41.0,Híbrido,Bom,Moderado,Sim,32.0,4,8.5,5.0,Baixo,10,2,10,3,7,Não,Sim,Não,7041,37.4
EMP00400,56,Pós-graduação,10,26,Vendas,Pleno,29,8,84.0,Híbrido,Excelente,Alto,Sim,91.0,3,8.5,7.0,Alto,10,6,1,1,9,Sim,Sim,Sim,2239,27.4
EMP00020,65,Pós-graduação,9,26,Operações,Pleno,13,2,82.0,  Presencial,Ruim,Moderado,Não,17.0,9,5.7,3.0,Moderado,10,9,7,1,2,Sim,Não,Sim,8320,29.8
EMP00685,46,Superior,17,12,Operações,Júnior,28,5,63.0,Remoto,Adequado,Baixo,Não,8.0,7,8.0,7.0,Alto,0,9,2,1,7,Não,Sim,Não,8408,38.5
EMP00036,24,Ensino Médio,12,0,Operações,Júnior,13,9,44.0,Híbrido,Bom,Moderado,Não,18.0,5,8.1,4.0,Muito Alto,13,6,10,10,1,Não,Não,Não,3232,29.7
EMP02382,28,Superior,18,1,Vendas,Júnior,9,8,83.0,Presencial,Excelente,Baixo,Sim,98.0,2,9.7,5.0,Alto,10,2,4,9,4,Não,Sim,Sim,7026,37.6
EMP00525,44,Ensino Médio,17,29,Marketing,Júnior,13,3,90.0,Híbrido,Adequado,Moderado,Não,7.0,2,9.5,0.0,Alto,2,6,4,6,6,Não,Sim,Sim,7532,22.6
EMP00921,59,Superior Incompleto,7,23,RH,Pleno,25,12,120.0,Presencial,Bom,Moderado,Não,4.0,2,10.0,7.0,Moderado,10,8,4,5,3,Sim,Sim,Sim,797,28.3
EMP01842,36,Superior,18,30,Marketing,Pleno,6,9,120.0,Presencial,Adequado,Moderado,Sim,98.0,8,9.9,0.0,Alto,8,8,5,1,3,Não,Sim,Sim,7055,25.2
EMP01891,26,Ensino Médio,9,9,Marketing,Júnior,19,1,24.0,Presencial,Adequado,Baixo,Sim,52.0,10,7.0,3.0,Alto,1,8,10,7,2,Sim,Não,Não,2012,39.5
EMP00538,62,Superior,13,10,Operações,Pleno,5,7,56.0,Híbrido,Bom,Moderado,Sim,33.0,4,8.2,7.0,Moderado,0,4,10,7,5,Não,Não,Sim,4676,38.3
EMP01706,29,Superior,1,8,Operações,Júnior,23,4,59.0,Remoto,Bom,Moderado,Sim,68.0,8,8.1,7.0,Moderado,13,5,2,4,4,Não,Não,Não,1257,30.6
EMP02464,45,Ensino Médio,17,8,TI,Júnior,30,5,58.0,Presencial,Bom,Alto,Sim,7.0,1,7.1,5.0,Alto,15,1,8,5,9,Sim,Sim,Sim,3500,35.6
EMP00246,46,Pós-graduação,1,2,Marketing,Júnior,17,1,118.0,Híbrido,Excelente,Moderado,Não,77.0,10,4.7,2.0,Muito Alto,10,7,3,6,3,Não,Não,Sim,6458,25.5
EMP00785,24,Superior Incompleto,6,20,TI,Júnior,28,10,,Presencial,Bom,Baixo,Sim,25.0,5,5.5,0.0,Muito Alto,19,5,1,10,6,Não,Sim,Não,417,23.7
EMP01410,63,Superior,8,1,Financeiro,Coordenador,16,12,59.0,Presencial,Bom,Moderado,Não,3.0,2,6.0,0.0,Muito Alto,5,1,5,2,10,Sim,Não,Sim,8204,24.8
EMP00155,49,Superior,12,28,RH,Júnior,20,7,39.0,Híbrido,Bom,Baixo,Sim,2.0,4,7.2,1.0,Alto,3,9,7,10,2,Sim,Sim,Sim,4778,38.5
EMP01687,41,Superior Incompleto,5,16,Operações,Pleno,19,4,10.0,Remoto,Adequado,Moderado,Não,30.0,10,5.3,2.0,Alto,18,7,7,6,4,Sim,Sim,Sim,4763,31.4
